participant_code,condition_code,condition_name,condition_hz,condition_type,stimulus_type,trialn,png_filename,focal_x_norm,focal_y_norm,detail_raw,detail,r_directionality_raw,r_directionality,theta_directionality_raw,theta_directionality,brightness_raw,brightness,contrast_raw,contrast
IJM4327,C01,,,VALIDATION,IMAGE,5,saveTime_2510171530__sessionTime_202510171420__participant_IJM4327__trialN_5__trialT_C01__fileType_cropped.png,0.0,0.0,0.013034445,0.59491885,0.6672522,0.922411,0.036572408,0.046849295,0.05443505,0.05443505,0.10825524,0.10825524
IJM4327,C01,,,VALIDATION,IMAGE,5,saveTime_2510171530__sessionTime_202510171420__participant_IJM4327__trialN_5__trialT_C01__fileType_uncropped.png,0.0,0.0,0.0134963095,0.6159993,0.66760486,0.9228986,0.03630802,0.046510614,0.056446396,0.056446396,0.10973889,0.10973889
KBC8735,C14,,,VALIDATION,IMAGE,5,saveTime_2510171530__sessionTime_202510171420__participant_KBC8735__trialN_5__trialT_C14__fileType_cropped.png,0.0,0.0,0.0048757643,0.22253989,0.23874378,0.33003998,0.3425578,0.4388169,0.55624896,0.55624896,0.09638516,0.09638516
KBC8735,C14,,,VALIDATION,IMAGE,5,saveTime_2510171530__sessionTime_202510171420__participant_KBC8735__trialN_5__trialT_C14__fileType_uncropped.png,0.0,0.0,0.004979076,0.22725524,0.23932403,0.33084214,0.34248254,0.4387205,0.5557925,0.5557925,0.09694631,0.09694631
QBS3792,C07,,,VALIDATION,IMAGE,5,saveTime_2510171530__sessionTime_202510171420__participant_QBS3792__trialN_5__trialT_C07__fileType_cropped.png,0.0,0.0,0.0073514674,0.33553606,0.2922366,0.40398857,0.29806975,0.38182768,0.8267578,0.8267578,0.17645898,0.17645898
QBS3792,C07,,,VALIDATION,IMAGE,5,saveTime_2510171530__sessionTime_202510171420__participant_QBS3792__trialN_5__trialT_C07__fileType_uncropped.png,0.0,0.0,0.0074524274,0.34014407,0.29314637,0.40524626,0.29547065,0.37849823,0.8297009,0.8297009,0.17620213,0.17620213
OBT3855,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171539__sessionTime_202510171420__participant_OBT3855__trialN_6__trialT_4__fileType_cropped.png,0.0,0.0,0.0011682024,0.053319152,0.45300922,0.626241,0.11185293,0.14328372,0.9162526,0.9162526,0.040835954,0.040835954
OBT3855,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171539__sessionTime_202510171420__participant_OBT3855__trialN_6__trialT_4__fileType_uncropped.png,0.0,0.0,0.0011750509,0.05363173,0.45162708,0.62433034,0.11241787,0.14400741,0.9156879,0.9156879,0.04060696,0.04060696
BMM5533,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171539__sessionTime_202510171420__participant_BMM5533__trialN_6__trialT_4__fileType_cropped.png,0.0,0.0,0.0013029813,0.05947074,0.5523112,0.7635163,0.16410662,0.21022077,0.8222709,0.8222709,0.12244729,0.12244729
BMM5533,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171539__sessionTime_202510171420__participant_BMM5533__trialN_6__trialT_4__fileType_uncropped.png,0.0,0.0,0.0013352664,0.060944296,0.554299,0.76626426,0.16183409,0.20730965,0.82081497,0.82081497,0.123744875,0.123744875
KBC8735,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171539__sessionTime_202510171420__participant_KBC8735__trialN_6__trialT_4__fileType_cropped.png,0.0,0.0,0.0027321808,0.124702334,0.3655151,0.50528896,0.30709037,0.39338312,0.88210225,0.88210225,0.16030827,0.16030827
KBC8735,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171539__sessionTime_202510171420__participant_KBC8735__trialN_6__trialT_4__fileType_uncropped.png,0.0,0.0,0.0028282397,0.12908666,0.3673842,0.5078728,0.3057172,0.39162406,0.8778672,0.8778672,0.16161238,0.16161238
QBS3792,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171539__sessionTime_202510171420__participant_QBS3792__trialN_6__trialT_4__fileType_cropped.png,0.0,0.0,0.002642693,0.12061793,0.2084921,0.28822,0.46671894,0.5978675,0.62657493,0.62657493,0.3200161,0.3200161
QBS3792,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171539__sessionTime_202510171420__participant_QBS3792__trialN_6__trialT_4__fileType_uncropped.png,0.0,0.0,0.002686835,0.12263266,0.21133514,0.2921502,0.46369752,0.59399706,0.6261112,0.6261112,0.31954962,0.31954962
IJM4327,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171540__sessionTime_202510171420__participant_IJM4327__trialN_6__trialT_4__fileType_cropped.png,0.0,0.0,0.017804913,0.81265277,0.27578658,0.38124803,0.42316988,0.54208106,0.6667842,0.6667842,0.40700656,0.40700656
IJM4327,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510171540__sessionTime_202510171420__participant_IJM4327__trialN_6__trialT_4__fileType_uncropped.png,0.0,0.0,0.018139876,0.8279412,0.27779365,0.3840226,0.41862535,0.53625953,0.65952814,0.65952814,0.40848503,0.40848503
OBT3855,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_OBT3855__trialN_7__trialT_2__fileType_cropped.png,0.0,0.0,0.0024134608,0.1101553,0.6529256,0.90260595,0.035142716,0.045017857,0.90451646,0.90451646,0.18306172,0.18306172
OBT3855,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_OBT3855__trialN_7__trialT_2__fileType_uncropped.png,0.0,0.0,0.0024267854,0.11076347,0.6588888,0.9108495,0.03363874,0.043091264,0.9043031,0.9043031,0.18321413,0.18321413
BMM5533,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_BMM5533__trialN_7__trialT_2__fileType_cropped.png,0.0,0.0,0.0023150337,0.10566289,0.37263024,0.5151249,0.24542792,0.31439343,0.6953603,0.6953603,0.08896083,0.08896083
BMM5533,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_BMM5533__trialN_7__trialT_2__fileType_uncropped.png,0.0,0.0,0.002387889,0.10898815,0.37340665,0.5161983,0.24397837,0.31253657,0.6942455,0.6942455,0.090481035,0.090481035
IJM4327,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_IJM4327__trialN_7__trialT_2__fileType_cropped.png,0.0,0.0,0.0020646867,0.09423654,0.18234242,0.2520706,0.54236066,0.6947646,0.832694,0.832694,0.27043533,0.27043533
IJM4327,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_IJM4327__trialN_7__trialT_2__fileType_uncropped.png,0.0,0.0,0.002114962,0.09653121,0.1830212,0.25300896,0.5429997,0.69558316,0.8292326,0.8292326,0.27193716,0.27193716
KBC8735,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_KBC8735__trialN_7__trialT_2__fileType_cropped.png,0.0,0.0,0.00078294775,0.035735343,0.0020833397,0.0028800138,0.85373837,1.0936397,0.70813155,0.70813155,0.18511066,0.18511066
KBC8735,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_KBC8735__trialN_7__trialT_2__fileType_uncropped.png,0.0,0.0,0.000816177,0.037251994,0.0020683685,0.0028593177,0.8546628,1.094824,0.7132202,0.7132202,0.18730776,0.18730776
QBS3792,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_QBS3792__trialN_7__trialT_2__fileType_cropped.png,0.0,0.0,0.001071596,0.048909843,0.08878089,0.12273091,0.62813544,0.8046422,0.984907,0.984907,0.0219428,0.0219428
QBS3792,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171543__sessionTime_202510171420__participant_QBS3792__trialN_7__trialT_2__fileType_uncropped.png,0.0,0.0,0.0010542712,0.0481191,0.08489841,0.11736377,0.63524485,0.8137493,0.9862873,0.9862873,0.021125298,0.021125298
OBT3855,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_OBT3855__trialN_8__trialT_6__fileType_cropped.png,0.0,0.0,0.0011024086,0.050316192,0.52013445,0.71903515,0.10139983,0.12989329,0.8647911,0.8647911,0.03255599,0.03255599
OBT3855,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_OBT3855__trialN_8__trialT_6__fileType_uncropped.png,0.0,0.0,0.0011231372,0.051262286,0.52231354,0.7220475,0.0996862,0.12769812,0.86400086,0.86400086,0.031915337,0.031915337
BMM5533,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_BMM5533__trialN_8__trialT_6__fileType_cropped.png,0.0,0.0,0.0003427257,0.015642704,0.25599885,0.35389343,0.3250294,0.41636303,0.91440004,0.91440004,0.101267055,0.101267055
BMM5533,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_BMM5533__trialN_8__trialT_6__fileType_uncropped.png,0.0,0.0,0.0003465441,0.015816985,0.25245085,0.34898868,0.3281097,0.4203089,0.9124023,0.9124023,0.10154038,0.10154038
IJM4327,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_IJM4327__trialN_8__trialT_6__fileType_cropped.png,0.0,0.0,0.00081301236,0.037107553,0.22626859,0.31279424,0.36179334,0.46345767,0.8930203,0.8930203,0.024404353,0.024404353
IJM4327,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_IJM4327__trialN_8__trialT_6__fileType_uncropped.png,0.0,0.0,0.0008514824,0.0388634,0.22676975,0.31348705,0.35995746,0.46110588,0.89419216,0.89419216,0.021180077,0.021180077
KBC8735,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_KBC8735__trialN_8__trialT_6__fileType_cropped.png,0.0,0.0,0.0009590309,0.04377214,0.1749475,0.24184784,0.44830155,0.5742748,0.74640256,0.74640256,0.07877154,0.07877154
KBC8735,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_KBC8735__trialN_8__trialT_6__fileType_uncropped.png,0.0,0.0,0.0009922534,0.04528848,0.17583552,0.24307545,0.4470178,0.5726303,0.7435659,0.7435659,0.07916738,0.07916738
QBS3792,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_QBS3792__trialN_8__trialT_6__fileType_cropped.png,0.0,0.0,0.0016479179,0.075214356,0.062328838,0.086163536,0.51714563,0.66246414,0.94532794,0.94532794,0.031951126,0.031951126
QBS3792,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171547__sessionTime_202510171420__participant_QBS3792__trialN_8__trialT_6__fileType_uncropped.png,0.0,0.0,0.0016518194,0.075392425,0.060467772,0.0835908,0.52048886,0.6667468,0.9464703,0.9464703,0.030573355,0.030573355
KBC8735,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171550__sessionTime_202510171420__participant_KBC8735__trialN_9__trialT_2__fileType_cropped.png,0.0,0.0,0.0008928638,0.040752135,0.0075658704,0.010459078,0.7403578,0.9483992,0.84157753,0.84157753,0.1265689,0.1265689
KBC8735,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171550__sessionTime_202510171420__participant_KBC8735__trialN_9__trialT_2__fileType_uncropped.png,0.0,0.0,0.00092464645,0.04220276,0.007541939,0.010425995,0.7409525,0.94916093,0.83884823,0.83884823,0.12851703,0.12851703
QBS3792,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171550__sessionTime_202510171420__participant_QBS3792__trialN_9__trialT_2__fileType_cropped.png,0.0,0.0,0.00077162543,0.035218567,0.038060386,0.05261477,0.64150614,0.8217701,0.9827814,0.9827814,0.03096018,0.03096018
QBS3792,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171550__sessionTime_202510171420__participant_QBS3792__trialN_9__trialT_2__fileType_uncropped.png,0.0,0.0,0.0007994836,0.03649007,0.03560251,0.049216997,0.6514825,0.83454984,0.98400396,0.98400396,0.029297862,0.029297862
OBT3855,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171551__sessionTime_202510171420__participant_OBT3855__trialN_9__trialT_2__fileType_cropped.png,0.0,0.0,0.0010213875,0.046618223,0.51867765,0.7170212,0.073844336,0.09459467,0.8600812,0.8600812,0.10488441,0.10488441
OBT3855,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171551__sessionTime_202510171420__participant_OBT3855__trialN_9__trialT_2__fileType_uncropped.png,0.0,0.0,0.0010245657,0.04676328,0.5192818,0.7178564,0.07439542,0.095300615,0.8596586,0.8596586,0.105291575,0.105291575
BMM5533,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171551__sessionTime_202510171420__participant_BMM5533__trialN_9__trialT_2__fileType_cropped.png,0.0,0.0,0.0024554427,0.11207144,0.3570596,0.49360004,0.23944579,0.30673033,0.90381116,0.90381116,0.22290052,0.22290052
BMM5533,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171551__sessionTime_202510171420__participant_BMM5533__trialN_9__trialT_2__fileType_uncropped.png,0.0,0.0,0.002548892,0.116336666,0.35756874,0.49430388,0.23905079,0.30622432,0.8998633,0.8998633,0.22663654,0.22663654
IJM4327,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171551__sessionTime_202510171420__participant_IJM4327__trialN_9__trialT_2__fileType_cropped.png,0.0,0.0,0.006118608,0.27926582,0.59592396,0.8238067,0.20572932,0.2635395,0.8466214,0.8466214,0.24958965,0.24958965
IJM4327,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171551__sessionTime_202510171420__participant_IJM4327__trialN_9__trialT_2__fileType_uncropped.png,0.0,0.0,0.0061833034,0.28221866,0.6043036,0.83539075,0.20239718,0.25927103,0.8492813,0.8492813,0.24745607,0.24745607
KBC8735,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171554__sessionTime_202510171420__participant_KBC8735__trialN_10__trialT_3__fileType_cropped.png,0.0,0.0,0.00059285533,0.027059134,0.41766477,0.5773808,0.1965157,0.25173682,0.84792143,0.84792143,0.11209905,0.11209905
KBC8735,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171554__sessionTime_202510171420__participant_KBC8735__trialN_10__trialT_3__fileType_uncropped.png,0.0,0.0,0.0006091533,0.027803006,0.41659823,0.5759064,0.19733503,0.2527864,0.84368366,0.84368366,0.11216656,0.11216656
OBT3855,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171555__sessionTime_202510171420__participant_OBT3855__trialN_10__trialT_3__fileType_cropped.png,0.0,0.0,0.0020048711,0.09150643,0.41476527,0.5733725,0.17513768,0.22435157,0.91216654,0.91216654,0.021612717,0.021612717
OBT3855,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171555__sessionTime_202510171420__participant_OBT3855__trialN_10__trialT_3__fileType_uncropped.png,0.0,0.0,0.0020069496,0.0916013,0.41481805,0.5734455,0.17744927,0.22731271,0.91167444,0.91167444,0.021240992,0.021240992
BMM5533,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171555__sessionTime_202510171420__participant_BMM5533__trialN_10__trialT_3__fileType_cropped.png,0.0,0.0,0.0009968888,0.04550005,0.47726738,0.6597756,0.18575485,0.23795217,0.8177876,0.8177876,0.22231744,0.22231744
BMM5533,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171555__sessionTime_202510171420__participant_BMM5533__trialN_10__trialT_3__fileType_uncropped.png,0.0,0.0,0.0010259354,0.046825796,0.47696462,0.6593571,0.18520266,0.2372448,0.81230307,0.81230307,0.22338167,0.22338167
IJM4327,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171555__sessionTime_202510171420__participant_IJM4327__trialN_10__trialT_3__fileType_cropped.png,0.0,0.0,0.004649531,0.21221414,0.29699782,0.4105705,0.4729583,0.6058601,0.88663805,0.88663805,0.12182302,0.12182302
IJM4327,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171555__sessionTime_202510171420__participant_IJM4327__trialN_10__trialT_3__fileType_uncropped.png,0.0,0.0,0.004728442,0.2158158,0.2973778,0.4110958,0.47304043,0.6059653,0.8890279,0.8890279,0.12111147,0.12111147
QBS3792,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171555__sessionTime_202510171420__participant_QBS3792__trialN_10__trialT_3__fileType_cropped.png,0.0,0.0,0.0013123318,0.059897516,0.7213288,0.9971667,0.029750613,0.03811057,0.97593594,0.97593594,0.040120285,0.040120285
QBS3792,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171555__sessionTime_202510171420__participant_QBS3792__trialN_10__trialT_3__fileType_uncropped.png,0.0,0.0,0.0013412837,0.06121894,0.7235353,1.000217,0.027689485,0.035470262,0.975464,0.975464,0.0403771,0.0403771
OBT3855,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171559__sessionTime_202510171420__participant_OBT3855__trialN_11__trialT_5__fileType_cropped.png,0.0,0.0,0.0015312898,0.06989121,0.48693168,0.6731355,0.07348534,0.0941348,0.83308625,0.83308625,0.15366824,0.15366824
OBT3855,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171559__sessionTime_202510171420__participant_OBT3855__trialN_11__trialT_5__fileType_uncropped.png,0.0,0.0,0.0015455213,0.07054076,0.48714697,0.6734332,0.07202562,0.0922649,0.8319507,0.8319507,0.15356416,0.15356416
BMM5533,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171559__sessionTime_202510171420__participant_BMM5533__trialN_11__trialT_5__fileType_cropped.png,0.0,0.0,0.00086228846,0.039356615,0.06139275,0.08486949,0.7234903,0.92679185,0.53271866,0.53271866,0.15406367,0.15406367
BMM5533,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171559__sessionTime_202510171420__participant_BMM5533__trialN_11__trialT_5__fileType_uncropped.png,0.0,0.0,0.0008850898,0.040397316,0.058922324,0.08145437,0.7285883,0.93332237,0.5258833,0.5258833,0.15101424,0.15101424
KBC8735,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171559__sessionTime_202510171420__participant_KBC8735__trialN_11__trialT_5__fileType_cropped.png,0.0,0.0,0.0011288552,0.051523264,0.18482275,0.25549942,0.48846173,0.62572,0.9398857,0.9398857,0.06874661,0.06874661
KBC8735,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171559__sessionTime_202510171420__participant_KBC8735__trialN_11__trialT_5__fileType_uncropped.png,0.0,0.0,0.0012975949,0.059224892,0.185502,0.2564384,0.488381,0.6256166,0.93867296,0.93867296,0.06871987,0.06871987
QBS3792,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171559__sessionTime_202510171420__participant_QBS3792__trialN_11__trialT_5__fileType_cropped.png,0.0,0.0,0.0013981451,0.06381421,0.0350822,0.048497718,0.60465,0.77455735,0.9142824,0.9142824,0.133826,0.133826
QBS3792,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171559__sessionTime_202510171420__participant_QBS3792__trialN_11__trialT_5__fileType_uncropped.png,0.0,0.0,0.0014297483,0.06525664,0.03297218,0.04558082,0.60966784,0.7809852,0.91242087,0.91242087,0.1348793,0.1348793
IJM4327,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171600__sessionTime_202510171420__participant_IJM4327__trialN_11__trialT_5__fileType_cropped.png,0.0,0.0,0.0024839567,0.113372885,0.18151546,0.25092742,0.4893281,0.6268298,0.7971698,0.7971698,0.13442819,0.13442819
IJM4327,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510171600__sessionTime_202510171420__participant_IJM4327__trialN_11__trialT_5__fileType_uncropped.png,0.0,0.0,0.0025378505,0.1158327,0.18116127,0.25043777,0.48959857,0.6271763,0.797971,0.797971,0.13232473,0.13232473
KBC8735,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171608__sessionTime_202510171420__participant_KBC8735__trialN_12__trialT_7__fileType_cropped.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
KBC8735,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171608__sessionTime_202510171420__participant_KBC8735__trialN_12__trialT_7__fileType_uncropped.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
OBT3855,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171609__sessionTime_202510171420__participant_OBT3855__trialN_12__trialT_7__fileType_cropped.png,0.0,0.0,0.0004657178,0.021256316,0.41772193,0.5774598,0.160865,0.20606823,0.99935544,0.99935544,0.019545939,0.019545939
OBT3855,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171609__sessionTime_202510171420__participant_OBT3855__trialN_12__trialT_7__fileType_uncropped.png,0.0,0.0,0.00047937178,0.021879511,0.41833025,0.5783008,0.16081405,0.20600297,0.9993281,0.9993281,0.019955942,0.019955942
BMM5533,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171610__sessionTime_202510171420__participant_BMM5533__trialN_12__trialT_7__fileType_cropped.png,0.0,0.0,0.00020664005,0.009431476,0.013966854,0.019307813,0.6774993,0.86787736,0.8968347,0.8968347,0.21680017,0.21680017
BMM5533,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171610__sessionTime_202510171420__participant_BMM5533__trialN_12__trialT_7__fileType_uncropped.png,0.0,0.0,0.00020982015,0.009576622,0.012389192,0.017126849,0.6793867,0.87029505,0.9108476,0.9108476,0.19889261,0.19889261
IJM4327,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171610__sessionTime_202510171420__participant_IJM4327__trialN_12__trialT_7__fileType_cropped.png,0.0,0.0,0.00020522898,0.009367072,0.027177488,0.037570227,0.64320546,0.8239469,0.6996788,0.6996788,0.292727,0.292727
IJM4327,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171610__sessionTime_202510171420__participant_IJM4327__trialN_12__trialT_7__fileType_uncropped.png,0.0,0.0,0.00021143477,0.009650317,0.02454675,0.033933487,0.64587814,0.8273706,0.7132939,0.7132939,0.29069898,0.29069898
QBS3792,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171610__sessionTime_202510171420__participant_QBS3792__trialN_12__trialT_7__fileType_cropped.png,0.0,0.0,0.0026663092,0.121695824,0.108077444,0.14940652,0.55717134,0.71373713,0.97997254,0.97997254,0.016272392,0.016272392
QBS3792,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510171610__sessionTime_202510171420__participant_QBS3792__trialN_12__trialT_7__fileType_uncropped.png,0.0,0.0,0.0026657595,0.12167074,0.10346053,0.14302409,0.56459475,0.7232465,0.9805956,0.9805956,0.016213363,0.016213363
OBT3855,A06,,,VALIDATION,IMAGE,13,saveTime_2510171612__sessionTime_202510171420__participant_OBT3855__trialN_13__trialT_A06__fileType_cropped.png,0.0,0.0,0.0010085057,0.046030268,0.20742273,0.28674167,0.38939425,0.49881446,0.4468318,0.4468318,0.04388636,0.04388636
OBT3855,A06,,,VALIDATION,IMAGE,13,saveTime_2510171612__sessionTime_202510171420__participant_OBT3855__trialN_13__trialT_A06__fileType_uncropped.png,0.0,0.0,0.0009408934,0.042944305,0.20915118,0.2891311,0.40336892,0.516716,0.4474029,0.4474029,0.04319642,0.04319642
KBC8735,A04,,,VALIDATION,IMAGE,13,saveTime_2510171613__sessionTime_202510171420__participant_KBC8735__trialN_13__trialT_A04__fileType_cropped.png,0.0,0.0,0.0037170395,0.16965331,0.7310847,1.0106533,0.105852075,0.13559662,0.19173554,0.19173554,0.030892145,0.030892145
KBC8735,A04,,,VALIDATION,IMAGE,13,saveTime_2510171613__sessionTime_202510171420__participant_KBC8735__trialN_13__trialT_A04__fileType_uncropped.png,0.0,0.0,0.0038631442,0.17632183,0.7315343,1.0112748,0.1059465,0.13571759,0.19187266,0.19187266,0.031482913,0.031482913
BMM5533,A10,,,VALIDATION,IMAGE,13,saveTime_2510171614__sessionTime_202510171420__participant_BMM5533__trialN_13__trialT_A10__fileType_cropped.png,0.0,0.0,0.018897176,0.86250585,0.3723104,0.51468277,0.37054738,0.4746716,0.55101556,0.55101556,0.050478596,0.050478596
BMM5533,A10,,,VALIDATION,IMAGE,13,saveTime_2510171614__sessionTime_202510171420__participant_BMM5533__trialN_13__trialT_A10__fileType_uncropped.png,0.0,0.0,0.019239916,0.8781492,0.37057292,0.5122809,0.3711379,0.47542804,0.55143315,0.55143315,0.050873265,0.050873265
IJM4327,A04,,,VALIDATION,IMAGE,13,saveTime_2510171614__sessionTime_202510171420__participant_IJM4327__trialN_13__trialT_A04__fileType_cropped.png,0.0,0.0,0.0099542,0.45433012,0.5792073,0.80069757,0.15009509,0.19227198,0.08542476,0.08542476,0.009410937,0.009410937
IJM4327,A04,,,VALIDATION,IMAGE,13,saveTime_2510171614__sessionTime_202510171420__participant_IJM4327__trialN_13__trialT_A04__fileType_uncropped.png,0.0,0.0,0.010247558,0.46771958,0.57914686,0.800614,0.1482529,0.18991213,0.08551736,0.08551736,0.009537511,0.009537511
QBS3792,A05,,,VALIDATION,IMAGE,13,saveTime_2510171614__sessionTime_202510171420__participant_QBS3792__trialN_13__trialT_A05__fileType_cropped.png,0.0,0.0,0.007377622,0.33672982,0.022142056,0.030609231,0.74296546,0.95173955,0.43601826,0.43601826,0.12982337,0.12982337
QBS3792,A05,,,VALIDATION,IMAGE,13,saveTime_2510171614__sessionTime_202510171420__participant_QBS3792__trialN_13__trialT_A05__fileType_uncropped.png,0.0,0.0,0.0073538492,0.33564478,0.023038656,0.03184869,0.7364088,0.94334054,0.43575433,0.43575433,0.12936544,0.12936544
OBT3855,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,14,saveTime_2510171617__sessionTime_202510171420__participant_OBT3855__trialN_14__trialT_3__fileType_cropped.png,0.0,0.0,0.0006629745,0.030259516,0.6670414,0.9221197,0.037773833,0.04838832,0.93064225,0.93064225,0.06909115,0.06909115
OBT3855,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,14,saveTime_2510171617__sessionTime_202510171420__participant_OBT3855__trialN_14__trialT_3__fileType_uncropped.png,0.0,0.0,0.00067028496,0.030593181,0.66674906,0.9217155,0.037588842,0.048151348,0.9298595,0.9298595,0.06922848,0.06922848
IJM4327,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,14,saveTime_2510171617__sessionTime_202510171420__participant_IJM4327__trialN_14__trialT_3__fileType_cropped.png,0.0,0.0,0.0022299178,0.10177802,0.32498625,0.44926178,0.4656903,0.5965498,0.802624,0.802624,0.10118053,0.10118053
