participant_code,condition_code,condition_name,condition_hz,condition_type,stimulus_type,trialn,png_filename,focal_x_norm,focal_y_norm,detail_raw,detail,r_directionality_raw,r_directionality,theta_directionality_raw,theta_directionality,brightness_raw,brightness,contrast_raw,contrast
TKB3728,7,80 Hz,80.0,CONTROL,LIGHT,2,saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_cropped.png,0.0,0.0,0.00083658163,0.0381833,0.058463767,0.080820456,0.7152797,0.9162741,0.7444855,0.7444855,0.05688852,0.05688852
TKB3728,7,80 Hz,80.0,CONTROL,LIGHT,2,saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_uncropped.png,0.0,0.0,0.0008716701,0.03978481,0.05847871,0.08084111,0.71499044,0.9159035,0.7466229,0.7466229,0.057108816,0.057108816
ABU7735,7,80 Hz,80.0,CONTROL,LIGHT,2,saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_cropped.png,0.0,0.0,0.0038652804,0.17641933,0.82500505,1.140489,0.029136466,0.037323844,0.9973637,0.9973637,0.0115965,0.0115965
ABU7735,7,80 Hz,80.0,CONTROL,LIGHT,2,saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_uncropped.png,0.0,0.0,0.003952875,0.18041731,0.8252198,1.1407858,0.028801393,0.036894616,0.99729604,0.99729604,0.011737229,0.011737229
BCE0029,7,80 Hz,80.0,CONTROL,LIGHT,2,saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_cropped.png,0.0,0.0,0.00024639157,0.011245817,0.050434012,0.0697201,0.77097803,0.9876237,0.6210406,0.6210406,0.2627123,0.2627123
BCE0029,7,80 Hz,80.0,CONTROL,LIGHT,2,saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_uncropped.png,0.0,0.0,0.0002559726,0.011683115,0.050344218,0.06959597,0.77087295,0.9874891,0.63387656,0.63387656,0.26057455,0.26057455
GBU2694,7,80 Hz,80.0,CONTROL,LIGHT,2,saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_cropped.png,0.0,0.0,0.00050144154,0.02288682,0.15819459,0.21868858,0.38258344,0.4900898,0.82490575,0.82490575,0.18944067,0.18944067
GBU2694,7,80 Hz,80.0,CONTROL,LIGHT,2,saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_uncropped.png,0.0,0.0,0.000522724,0.023858195,0.1582524,0.2187685,0.38250193,0.48998538,0.83411527,0.83411527,0.18795635,0.18795635
ZBV2331,7,80 Hz,80.0,CONTROL,LIGHT,2,saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_cropped.png,0.0,0.0,0.00032866854,0.015001106,0.050228454,0.06943594,0.79175156,1.0142347,0.7956191,0.7956191,0.15366164,0.15366164
ZBV2331,7,80 Hz,80.0,CONTROL,LIGHT,2,saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_uncropped.png,0.0,0.0,0.00033385717,0.0152379265,0.036024593,0.049800485,0.8167215,1.0462211,0.80325717,0.80325717,0.1504278,0.1504278
ABU7735,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_cropped.png,0.0,0.0,0.0014823863,0.06765915,0.83410174,1.1530643,0.023564953,0.030186731,0.87353134,0.87353134,0.09229384,0.09229384
ABU7735,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_uncropped.png,0.0,0.0,0.0015149988,0.069147654,0.8359752,1.1556542,0.023807384,0.030497285,0.8722859,0.8722859,0.093229726,0.093229726
BCE0029,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_cropped.png,0.0,0.0,0.00037097887,0.016932236,0.098010436,0.13548987,0.59082216,0.7568438,0.7599317,0.7599317,0.13123403,0.13123403
BCE0029,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_uncropped.png,0.0,0.0,0.00037619058,0.01717011,0.09606979,0.1328071,0.591783,0.75807464,0.7683155,0.7683155,0.12496845,0.12496845
GBU2694,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171017__sessionTime_202510170920__participant_GBU2694__trialN_3__trialT_2__fileType_cropped.png,0.0,0.0,0.0005572773,0.025435278,0.07597035,0.105021596,0.5825911,0.74629986,0.71461844,0.71461844,0.085546166,0.085546166
GBU2694,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171017__sessionTime_202510170920__participant_GBU2694__trialN_3__trialT_2__fileType_uncropped.png,0.0,0.0,0.00058010104,0.026477002,0.07578812,0.10476968,0.58262587,0.7463444,0.717485,0.717485,0.08617955,0.08617955
TKB3728,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171017__sessionTime_202510170920__participant_TKB3728__trialN_3__trialT_2__fileType_cropped.png,0.0,0.0,0.0007108306,0.03244377,0.0916048,0.1266347,0.51079166,0.65432465,0.72347814,0.72347814,0.11645924,0.11645924
TKB3728,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171017__sessionTime_202510170920__participant_TKB3728__trialN_3__trialT_2__fileType_uncropped.png,0.0,0.0,0.0007171159,0.03273064,0.08440797,0.116685785,0.5228878,0.6698199,0.7238592,0.7238592,0.116034046,0.116034046
ZBV2331,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171017__sessionTime_202510170920__participant_ZBV2331__trialN_3__trialT_2__fileType_cropped.png,0.0,0.0,0.001820449,0.08308903,0.2614315,0.36140352,0.3221537,0.41267923,0.93683034,0.93683034,0.079716876,0.079716876
ZBV2331,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,3,saveTime_2510171017__sessionTime_202510170920__participant_ZBV2331__trialN_3__trialT_2__fileType_uncropped.png,0.0,0.0,0.0018866049,0.08610852,0.2622517,0.36253738,0.32126743,0.41154394,0.93594307,0.93594307,0.08100969,0.08100969
BCE0029,B10,,,VALIDATION,IMAGE,4,saveTime_2510171020__sessionTime_202510170920__participant_BCE0029__trialN_4__trialT_B10__fileType_cropped.png,0.0,0.0,0.015960725,0.7284802,0.8231652,1.1379455,0.020977529,0.026872238,0.2544825,0.2544825,0.2540648,0.2540648
BCE0029,B10,,,VALIDATION,IMAGE,4,saveTime_2510171020__sessionTime_202510170920__participant_BCE0029__trialN_4__trialT_B10__fileType_uncropped.png,0.0,0.0,0.016313614,0.7445868,0.8220752,1.1364387,0.020876326,0.026742596,0.25806573,0.25806573,0.25574148,0.25574148
TKB3728,B09,,,VALIDATION,IMAGE,4,saveTime_2510171020__sessionTime_202510170920__participant_TKB3728__trialN_4__trialT_B09__fileType_cropped.png,0.0,0.0,0.020320782,0.9274822,0.012621082,0.017447414,0.7575396,0.97040904,0.2658983,0.2658983,0.27289873,0.27289873
TKB3728,B09,,,VALIDATION,IMAGE,4,saveTime_2510171020__sessionTime_202510170920__participant_TKB3728__trialN_4__trialT_B09__fileType_uncropped.png,0.0,0.0,0.020521022,0.93662155,0.012184496,0.016843878,0.7584067,0.9715198,0.26773813,0.26773813,0.2745003,0.2745003
ZBV2331,B12,,,VALIDATION,IMAGE,4,saveTime_2510171020__sessionTime_202510170920__participant_ZBV2331__trialN_4__trialT_B12__fileType_cropped.png,0.0,0.0,0.007592111,0.34651953,0.25604478,0.3539569,0.27107143,0.3472428,0.17304006,0.17304006,0.33460566,0.33460566
ZBV2331,B12,,,VALIDATION,IMAGE,4,saveTime_2510171020__sessionTime_202510170920__participant_ZBV2331__trialN_4__trialT_B12__fileType_uncropped.png,0.0,0.0,0.0076648393,0.349839,0.2543362,0.35159498,0.27066877,0.34672698,0.17571819,0.17571819,0.33659923,0.33659923
ABU7735,B09,,,VALIDATION,IMAGE,4,saveTime_2510171021__sessionTime_202510170920__participant_ABU7735__trialN_4__trialT_B09__fileType_cropped.png,0.0,0.0,0.02077047,0.94800687,0.01619524,0.022388339,0.6971302,0.89302456,0.39749056,0.39749056,0.48333982,0.48333982
ABU7735,B09,,,VALIDATION,IMAGE,4,saveTime_2510171021__sessionTime_202510170920__participant_ABU7735__trialN_4__trialT_B09__fileType_uncropped.png,0.0,0.0,0.021024188,0.9595871,0.016291557,0.022521488,0.6967859,0.89258355,0.40281057,0.40281057,0.48436433,0.48436433
GBU2694,B05,,,VALIDATION,IMAGE,4,saveTime_2510171021__sessionTime_202510170920__participant_GBU2694__trialN_4__trialT_B05__fileType_cropped.png,0.0,0.0,0.025105372,1.1458607,0.013307106,0.018395776,0.7671117,0.98267096,0.079861745,0.079861745,0.15429014,0.15429014
GBU2694,B05,,,VALIDATION,IMAGE,4,saveTime_2510171021__sessionTime_202510170920__participant_GBU2694__trialN_4__trialT_B05__fileType_uncropped.png,0.0,0.0,0.025318896,1.1556064,0.013045736,0.018034456,0.76921993,0.9853716,0.08061054,0.08061054,0.15481652,0.15481652
TKB3728,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510171023__sessionTime_202510170920__participant_TKB3728__trialN_5__trialT_2__fileType_cropped.png,0.0,0.0,0.00067360664,0.03074479,0.096387826,0.13324676,0.54606515,0.69951004,0.712655,0.712655,0.09405833,0.09405833
TKB3728,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510171023__sessionTime_202510170920__participant_TKB3728__trialN_5__trialT_2__fileType_uncropped.png,0.0,0.0,0.0007393142,0.033743817,0.08774292,0.12129602,0.56016004,0.7175656,0.7101674,0.7101674,0.09155078,0.09155078
ABU7735,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510171024__sessionTime_202510170920__participant_ABU7735__trialN_5__trialT_2__fileType_cropped.png,0.0,0.0,0.000688122,0.0314073,0.78308463,1.0825381,0.05815361,0.07449484,0.9932626,0.9932626,0.043546863,0.043546863
ABU7735,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510171024__sessionTime_202510170920__participant_ABU7735__trialN_5__trialT_2__fileType_uncropped.png,0.0,0.0,0.00070103316,0.031996593,0.7809372,1.0795695,0.059000596,0.07557983,0.9930947,0.9930947,0.0441089,0.0441089
GBU2694,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510171024__sessionTime_202510170920__participant_GBU2694__trialN_5__trialT_2__fileType_cropped.png,0.0,0.0,0.000270749,0.01235754,0.03399014,0.04698805,0.6449171,0.82613945,0.32932034,0.32932034,0.33537057,0.33537057
GBU2694,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510171024__sessionTime_202510170920__participant_GBU2694__trialN_5__trialT_2__fileType_uncropped.png,0.0,0.0,0.0002820956,0.012875422,0.033836428,0.04677556,0.64539367,0.82675,0.34328094,0.34328094,0.3353499,0.3353499
ZBV2331,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510171024__sessionTime_202510170920__participant_ZBV2331__trialN_5__trialT_2__fileType_cropped.png,0.0,0.0,0.004731163,0.21593998,0.26149586,0.3614925,0.44616002,0.5715315,0.9124865,0.9124865,0.18240623,0.18240623
ZBV2331,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510171024__sessionTime_202510170920__participant_ZBV2331__trialN_5__trialT_2__fileType_uncropped.png,0.0,0.0,0.004725627,0.21568732,0.27103367,0.3746776,0.43295777,0.5546194,0.9134808,0.9134808,0.18143705,0.18143705
BCE0029,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510171025__sessionTime_202510170920__participant_BCE0029__trialN_5__trialT_2__fileType_cropped.png,0.0,0.0,0.0004648965,0.02121883,0.43907416,0.60697716,0.22408125,0.2870483,0.7428495,0.7428495,0.11833638,0.11833638
BCE0029,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510171025__sessionTime_202510170920__participant_BCE0029__trialN_5__trialT_2__fileType_uncropped.png,0.0,0.0,0.00047548267,0.021702005,0.44565713,0.6160775,0.21933608,0.28096977,0.7497509,0.7497509,0.11388095,0.11388095
GBU2694,C09,,,VALIDATION,IMAGE,6,saveTime_2510171037__sessionTime_202510170920__participant_GBU2694__trialN_6__trialT_C09__fileType_cropped.png,0.0,0.0,0.013429161,0.61293447,0.033332113,0.046078395,0.6551558,0.8392553,0.4602592,0.4602592,0.07803207,0.07803207
GBU2694,C09,,,VALIDATION,IMAGE,6,saveTime_2510171037__sessionTime_202510170920__participant_GBU2694__trialN_6__trialT_C09__fileType_uncropped.png,0.0,0.0,0.013468053,0.61470956,0.033033036,0.045664947,0.6561581,0.8405392,0.46031222,0.46031222,0.07814426,0.07814426
ABU7735,C14,,,VALIDATION,IMAGE,6,saveTime_2510171038__sessionTime_202510170920__participant_ABU7735__trialN_6__trialT_C14__fileType_cropped.png,0.0,0.0,0.008417205,0.3841785,0.3244875,0.4485723,0.24461915,0.31335738,0.8351572,0.8351572,0.18437305,0.18437305
ABU7735,C14,,,VALIDATION,IMAGE,6,saveTime_2510171038__sessionTime_202510170920__participant_ABU7735__trialN_6__trialT_C14__fileType_uncropped.png,0.0,0.0,0.008568264,0.39107314,0.3216976,0.44471553,0.24692295,0.3163086,0.8344975,0.8344975,0.18565595,0.18565595
BCE0029,C04,,,VALIDATION,IMAGE,6,saveTime_2510171038__sessionTime_202510170920__participant_BCE0029__trialN_6__trialT_C04__fileType_cropped.png,0.0,0.0,0.027736379,1.2659452,0.27651262,0.3822517,0.3132458,0.4012682,0.15483256,0.15483256,0.28381622,0.28381622
BCE0029,C04,,,VALIDATION,IMAGE,6,saveTime_2510171038__sessionTime_202510170920__participant_BCE0029__trialN_6__trialT_C04__fileType_uncropped.png,0.0,0.0,0.027964234,1.276345,0.27900437,0.38569632,0.30991766,0.39700487,0.15647574,0.15647574,0.28487733,0.28487733
TKB3728,C00,,,VALIDATION,IMAGE,6,saveTime_2510171038__sessionTime_202510170920__participant_TKB3728__trialN_6__trialT_C00__fileType_cropped.png,0.0,0.0,0.020827862,0.9506263,0.60986936,0.8430849,0.1965214,0.25174412,0.5561111,0.5561111,0.13964619,0.13964619
TKB3728,C00,,,VALIDATION,IMAGE,6,saveTime_2510171038__sessionTime_202510170920__participant_TKB3728__trialN_6__trialT_C00__fileType_uncropped.png,0.0,0.0,0.02125059,0.9699206,0.60871714,0.84149206,0.1983553,0.25409335,0.5577299,0.5577299,0.1407383,0.1407383
ZBV2331,C05,,,VALIDATION,IMAGE,6,saveTime_2510171038__sessionTime_202510170920__participant_ZBV2331__trialN_6__trialT_C05__fileType_cropped.png,0.0,0.0,0.01143612,0.52196795,0.28552034,0.394704,0.28917953,0.3704393,0.1842059,0.1842059,0.13878252,0.13878252
ZBV2331,C05,,,VALIDATION,IMAGE,6,saveTime_2510171038__sessionTime_202510170920__participant_ZBV2331__trialN_6__trialT_C05__fileType_uncropped.png,0.0,0.0,0.011622336,0.5304673,0.28577843,0.3950608,0.2889622,0.37016088,0.18187605,0.18187605,0.13940361,0.13940361
ABU7735,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171041__sessionTime_202510170920__participant_ABU7735__trialN_7__trialT_4__fileType_cropped.png,0.0,0.0,0.003084341,0.14077565,0.5748578,0.79468477,0.15267317,0.19557449,0.9089128,0.9089128,0.064733006,0.064733006
ABU7735,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171041__sessionTime_202510170920__participant_ABU7735__trialN_7__trialT_4__fileType_uncropped.png,0.0,0.0,0.0031479206,0.14367755,0.57114583,0.7895534,0.15391782,0.1971689,0.9086239,0.9086239,0.065447435,0.065447435
GBU2694,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171041__sessionTime_202510170920__participant_GBU2694__trialN_7__trialT_4__fileType_cropped.png,0.0,0.0,0.00045733908,0.020873893,0.09248756,0.12785502,0.5227736,0.66967356,0.2860189,0.2860189,0.2406929,0.2406929
GBU2694,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171041__sessionTime_202510170920__participant_GBU2694__trialN_7__trialT_4__fileType_uncropped.png,0.0,0.0,0.00047674918,0.02175981,0.09218274,0.12743364,0.5229971,0.66995984,0.29216608,0.29216608,0.24385172,0.24385172
TKB3728,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171041__sessionTime_202510170920__participant_TKB3728__trialN_7__trialT_4__fileType_cropped.png,0.0,0.0,0.0005687484,0.025958844,0.28232566,0.39028767,0.28271815,0.36216226,0.80577785,0.80577785,0.099611856,0.099611856
TKB3728,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171041__sessionTime_202510170920__participant_TKB3728__trialN_7__trialT_4__fileType_uncropped.png,0.0,0.0,0.00058180076,0.02655458,0.28138983,0.38899398,0.28360936,0.3633039,0.8035427,0.8035427,0.10014987,0.10014987
ZBV2331,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171041__sessionTime_202510170920__participant_ZBV2331__trialN_7__trialT_4__fileType_cropped.png,0.0,0.0,0.0033617439,0.15343688,0.21238776,0.29360536,0.28176886,0.3609462,0.9240868,0.9240868,0.11469331,0.11469331
ZBV2331,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171041__sessionTime_202510170920__participant_ZBV2331__trialN_7__trialT_4__fileType_uncropped.png,0.0,0.0,0.0034267914,0.15640579,0.21077444,0.2913751,0.2855216,0.36575347,0.9225588,0.9225588,0.115325846,0.115325846
BCE0029,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171042__sessionTime_202510170920__participant_BCE0029__trialN_7__trialT_4__fileType_cropped.png,0.0,0.0,0.0004108148,0.018750431,0.48928818,0.67639315,0.16740787,0.21444966,0.5294549,0.5294549,0.11855491,0.11855491
BCE0029,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,7,saveTime_2510171042__sessionTime_202510170920__participant_BCE0029__trialN_7__trialT_4__fileType_uncropped.png,0.0,0.0,0.0004230023,0.019306693,0.4949082,0.6841623,0.16491781,0.2112599,0.5296198,0.5296198,0.11715207,0.11715207
ABU7735,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171045__sessionTime_202510170920__participant_ABU7735__trialN_8__trialT_5__fileType_cropped.png,0.0,0.0,0.0032114324,0.14657636,0.26480538,0.3660676,0.30145037,0.38615826,0.9953675,0.9953675,0.039752137,0.039752137
ABU7735,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171045__sessionTime_202510170920__participant_ABU7735__trialN_8__trialT_5__fileType_uncropped.png,0.0,0.0,0.0033019327,0.15070698,0.26494783,0.36626452,0.30157745,0.38632104,0.9952107,0.9952107,0.04042904,0.04042904
GBU2694,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171045__sessionTime_202510170920__participant_GBU2694__trialN_8__trialT_5__fileType_cropped.png,0.0,0.0,0.000215537,0.009837551,0.08856274,0.12242935,0.48693645,0.6237661,0.46185753,0.46185753,0.32842356,0.32842356
GBU2694,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171045__sessionTime_202510170920__participant_GBU2694__trialN_8__trialT_5__fileType_uncropped.png,0.0,0.0,0.00022468464,0.010255068,0.08849444,0.122334935,0.48711443,0.6239941,0.4741361,0.4741361,0.32975262,0.32975262
TKB3728,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171045__sessionTime_202510170920__participant_TKB3728__trialN_8__trialT_5__fileType_cropped.png,0.0,0.0,0.0013743931,0.06273012,0.35679007,0.49322745,0.22694504,0.29071686,0.77071303,0.77071303,0.053214163,0.053214163
TKB3728,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171045__sessionTime_202510170920__participant_TKB3728__trialN_8__trialT_5__fileType_uncropped.png,0.0,0.0,0.0014018682,0.06398414,0.36019528,0.49793482,0.22541453,0.28875625,0.7688583,0.7688583,0.05304881,0.05304881
ZBV2331,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171045__sessionTime_202510170920__participant_ZBV2331__trialN_8__trialT_5__fileType_cropped.png,0.0,0.0,0.0060132607,0.27445754,0.37086695,0.5126874,0.22956854,0.29407755,0.951748,0.951748,0.075345226,0.075345226
ZBV2331,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171045__sessionTime_202510170920__participant_ZBV2331__trialN_8__trialT_5__fileType_uncropped.png,0.0,0.0,0.0059951455,0.27363074,0.36311668,0.5019734,0.2379634,0.30483136,0.9519544,0.9519544,0.075251445,0.075251445
BCE0029,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171046__sessionTime_202510170920__participant_BCE0029__trialN_8__trialT_5__fileType_cropped.png,0.0,0.0,0.000356174,0.016256511,0.10996042,0.15200955,0.5843929,0.74860793,0.61653787,0.61653787,0.13850403,0.13850403
BCE0029,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,8,saveTime_2510171046__sessionTime_202510170920__participant_BCE0029__trialN_8__trialT_5__fileType_uncropped.png,0.0,0.0,0.00036443974,0.016633777,0.1099701,0.15202293,0.5829923,0.7468138,0.6235349,0.6235349,0.13445486,0.13445486
TKB3728,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171048__sessionTime_202510170920__participant_TKB3728__trialN_9__trialT_3__fileType_cropped.png,0.0,0.0,0.00030827516,0.014070311,0.21751627,0.30069503,0.450807,0.57748425,0.789285,0.789285,0.09991852,0.09991852
TKB3728,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171048__sessionTime_202510170920__participant_TKB3728__trialN_9__trialT_3__fileType_uncropped.png,0.0,0.0,0.00031516925,0.014384971,0.21775135,0.30102,0.44962192,0.5759662,0.7876665,0.7876665,0.101700984,0.101700984
ABU7735,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171049__sessionTime_202510170920__participant_ABU7735__trialN_9__trialT_3__fileType_cropped.png,0.0,0.0,0.009100805,0.4153794,0.6932374,0.9583331,0.09804185,0.12559171,0.9051891,0.9051891,0.079927616,0.079927616
ABU7735,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171049__sessionTime_202510170920__participant_ABU7735__trialN_9__trialT_3__fileType_uncropped.png,0.0,0.0,0.009285669,0.42381698,0.6956846,0.9617161,0.09601551,0.12299598,0.90481293,0.90481293,0.08081203,0.08081203
BCE0029,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171049__sessionTime_202510170920__participant_BCE0029__trialN_9__trialT_3__fileType_cropped.png,0.0,0.0,0.000606008,0.027659448,0.31472325,0.43507418,0.30127153,0.38592917,0.609917,0.609917,0.10198035,0.10198035
BCE0029,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171049__sessionTime_202510170920__participant_BCE0029__trialN_9__trialT_3__fileType_uncropped.png,0.0,0.0,0.00060901855,0.027796855,0.31816986,0.4398388,0.30347288,0.3887491,0.61172193,0.61172193,0.09979712,0.09979712
GBU2694,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171049__sessionTime_202510170920__participant_GBU2694__trialN_9__trialT_3__fileType_cropped.png,0.0,0.0,0.0023376427,0.10669481,0.2069329,0.28606454,0.33778918,0.4327083,0.21016344,0.21016344,0.19053401,0.19053401
GBU2694,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171049__sessionTime_202510170920__participant_GBU2694__trialN_9__trialT_3__fileType_uncropped.png,0.0,0.0,0.0024368542,0.11122303,0.20652814,0.285505,0.33744988,0.43227366,0.21309133,0.21309133,0.19399324,0.19399324
ZBV2331,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171049__sessionTime_202510170920__participant_ZBV2331__trialN_9__trialT_3__fileType_cropped.png,0.0,0.0,0.002584833,0.11797708,0.36492354,0.5044712,0.24831715,0.31809455,0.81256837,0.81256837,0.04084801,0.04084801
ZBV2331,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,9,saveTime_2510171049__sessionTime_202510170920__participant_ZBV2331__trialN_9__trialT_3__fileType_uncropped.png,0.0,0.0,0.0026884258,0.12270527,0.36542776,0.5051682,0.24834837,0.31813455,0.81177026,0.81177026,0.04151784,0.04151784
ABU7735,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171052__sessionTime_202510170920__participant_ABU7735__trialN_10__trialT_4__fileType_cropped.png,0.0,0.0,0.005363784,0.2448141,0.7105718,0.9822962,0.07759259,0.09939619,0.8990687,0.8990687,0.12209731,0.12209731
ABU7735,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171052__sessionTime_202510170920__participant_ABU7735__trialN_10__trialT_4__fileType_uncropped.png,0.0,0.0,0.0055145244,0.2516942,0.70866424,0.97965914,0.07867388,0.10078132,0.8983919,0.8983919,0.123864286,0.123864286
BCE0029,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171052__sessionTime_202510170920__participant_BCE0029__trialN_10__trialT_4__fileType_cropped.png,0.0,0.0,0.00054548314,0.02489697,0.2064782,0.28543594,0.41495988,0.53156406,0.6547091,0.6547091,0.115390256,0.115390256
BCE0029,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171052__sessionTime_202510170920__participant_BCE0029__trialN_10__trialT_4__fileType_uncropped.png,0.0,0.0,0.0005489002,0.025052933,0.20949279,0.28960332,0.41761234,0.5349619,0.6569422,0.6569422,0.110890314,0.110890314
GBU2694,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171052__sessionTime_202510170920__participant_GBU2694__trialN_10__trialT_4__fileType_cropped.png,0.0,0.0,0.00018817508,0.008588697,0.06807734,0.09411028,0.5600962,0.7174839,0.28966844,0.28966844,0.17856719,0.17856719
GBU2694,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171052__sessionTime_202510170920__participant_GBU2694__trialN_10__trialT_4__fileType_uncropped.png,0.0,0.0,0.00019616142,0.00895321,0.06764533,0.09351307,0.5607587,0.7183325,0.29364043,0.29364043,0.18125129,0.18125129
TKB3728,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171052__sessionTime_202510170920__participant_TKB3728__trialN_10__trialT_4__fileType_cropped.png,0.0,0.0,0.0016299967,0.074396394,0.7460329,1.0313177,0.039460793,0.05054932,0.7381873,0.7381873,0.13097356,0.13097356
TKB3728,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171052__sessionTime_202510170920__participant_TKB3728__trialN_10__trialT_4__fileType_uncropped.png,0.0,0.0,0.0016618085,0.07584835,0.7440877,1.0286286,0.039993573,0.05123181,0.7362215,0.7362215,0.13171527,0.13171527
ZBV2331,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,10,saveTime_2510171053__sessionTime_202510170920__participant_ZBV2331__trialN_10__trialT_4__fileType_cropped.png,0.0,0.0,0.0048689093,0.222227,0.2618808,0.36202464,0.27430856,0.35138956,0.90968853,0.90968853,0.14208706,0.14208706
