participant_code,condition_code,condition_name,condition_hz,condition_type,stimulus_type,trialn,png_filename
P332,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510181620__sessionTime_202510181420__participant_P332__trialN_16__trialT_5__fileType_cropped.png
P333,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510181621__sessionTime_202510181420__participant_P333__trialN_16__trialT_5__fileType_cropped.png
P334,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510181621__sessionTime_202510181420__participant_P334__trialN_16__trialT_5__fileType_cropped.png
P332,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,17,saveTime_2510181624__sessionTime_202510181420__participant_P332__trialN_17__trialT_4__fileType_cropped.png
P333,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,17,saveTime_2510181625__sessionTime_202510181420__participant_P333__trialN_17__trialT_4__fileType_cropped.png
P334,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,17,saveTime_2510181625__sessionTime_202510181420__participant_P334__trialN_17__trialT_4__fileType_cropped.png
P335,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,2,saveTime_2510181652__sessionTime_202510181600__participant_P335__trialN_2__trialT_5__fileType_cropped.png
P336,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,2,saveTime_2510181652__sessionTime_202510181600__participant_P336__trialN_2__trialT_5__fileType_cropped.png
P337,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,2,saveTime_2510181652__sessionTime_202510181600__participant_P337__trialN_2__trialT_5__fileType_cropped.png
P338,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,2,saveTime_2510181652__sessionTime_202510181600__participant_P338__trialN_2__trialT_5__fileType_cropped.png
P335,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,3,saveTime_2510181656__sessionTime_202510181600__participant_P335__trialN_3__trialT_1__fileType_cropped.png
P337,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,3,saveTime_2510181656__sessionTime_202510181600__participant_P337__trialN_3__trialT_1__fileType_cropped.png
P338,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,3,saveTime_2510181656__sessionTime_202510181600__participant_P338__trialN_3__trialT_1__fileType_cropped.png
P336,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,3,saveTime_2510181657__sessionTime_202510181600__participant_P336__trialN_3__trialT_1__fileType_cropped.png
P336,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,4,saveTime_2510181659__sessionTime_202510181600__participant_P336__trialN_4__trialT_3__fileType_cropped.png
P338,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,4,saveTime_2510181659__sessionTime_202510181600__participant_P338__trialN_4__trialT_3__fileType_cropped.png
P335,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,4,saveTime_2510181700__sessionTime_202510181600__participant_P335__trialN_4__trialT_3__fileType_cropped.png
P337,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,4,saveTime_2510181700__sessionTime_202510181600__participant_P337__trialN_4__trialT_3__fileType_cropped.png
P338,7,80 Hz,80.0,CONTROL,LIGHT,5,saveTime_2510181702__sessionTime_202510181600__participant_P338__trialN_5__trialT_7__fileType_cropped.png
P335,7,80 Hz,80.0,CONTROL,LIGHT,5,saveTime_2510181703__sessionTime_202510181600__participant_P335__trialN_5__trialT_7__fileType_cropped.png
P337,7,80 Hz,80.0,CONTROL,LIGHT,5,saveTime_2510181703__sessionTime_202510181600__participant_P337__trialN_5__trialT_7__fileType_cropped.png
P336,7,80 Hz,80.0,CONTROL,LIGHT,5,saveTime_2510181704__sessionTime_202510181600__participant_P336__trialN_5__trialT_7__fileType_cropped.png
P335,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,6,saveTime_2510181715__sessionTime_202510181600__participant_P335__trialN_6__trialT_1__fileType_cropped.png
P336,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,6,saveTime_2510181715__sessionTime_202510181600__participant_P336__trialN_6__trialT_1__fileType_cropped.png
P337,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,6,saveTime_2510181715__sessionTime_202510181600__participant_P337__trialN_6__trialT_1__fileType_cropped.png
P338,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,6,saveTime_2510181715__sessionTime_202510181600__participant_P338__trialN_6__trialT_1__fileType_cropped.png
P338,C13,,,VALIDATION,IMAGE,7,saveTime_2510181718__sessionTime_202510181600__participant_P338__trialN_7__trialT_C13__fileType_cropped.png
P335,C10,,,VALIDATION,IMAGE,7,saveTime_2510181719__sessionTime_202510181600__participant_P335__trialN_7__trialT_C10__fileType_cropped.png
P336,C07,,,VALIDATION,IMAGE,7,saveTime_2510181719__sessionTime_202510181600__participant_P336__trialN_7__trialT_C07__fileType_cropped.png
P337,C02,,,VALIDATION,IMAGE,7,saveTime_2510181720__sessionTime_202510181600__participant_P337__trialN_7__trialT_C02__fileType_cropped.png
P335,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,8,saveTime_2510181723__sessionTime_202510181600__participant_P335__trialN_8__trialT_3__fileType_cropped.png
P336,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,8,saveTime_2510181723__sessionTime_202510181600__participant_P336__trialN_8__trialT_3__fileType_cropped.png
P337,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,8,saveTime_2510181723__sessionTime_202510181600__participant_P337__trialN_8__trialT_3__fileType_cropped.png
P338,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,8,saveTime_2510181723__sessionTime_202510181600__participant_P338__trialN_8__trialT_3__fileType_cropped.png
P335,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,9,saveTime_2510181726__sessionTime_202510181600__participant_P335__trialN_9__trialT_4__fileType_cropped.png
P338,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,9,saveTime_2510181726__sessionTime_202510181600__participant_P338__trialN_9__trialT_4__fileType_cropped.png
P336,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,9,saveTime_2510181727__sessionTime_202510181600__participant_P336__trialN_9__trialT_4__fileType_cropped.png
P337,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,9,saveTime_2510181727__sessionTime_202510181600__participant_P337__trialN_9__trialT_4__fileType_cropped.png
P335,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,10,saveTime_2510181730__sessionTime_202510181600__participant_P335__trialN_10__trialT_4__fileType_cropped.png
P336,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,10,saveTime_2510181730__sessionTime_202510181600__participant_P336__trialN_10__trialT_4__fileType_cropped.png
P337,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,10,saveTime_2510181730__sessionTime_202510181600__participant_P337__trialN_10__trialT_4__fileType_cropped.png
P338,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,10,saveTime_2510181730__sessionTime_202510181600__participant_P338__trialN_10__trialT_4__fileType_cropped.png
P335,A00,,,VALIDATION,IMAGE,11,saveTime_2510181733__sessionTime_202510181600__participant_P335__trialN_11__trialT_A00__fileType_cropped.png
P336,A12,,,VALIDATION,IMAGE,11,saveTime_2510181733__sessionTime_202510181600__participant_P336__trialN_11__trialT_A12__fileType_cropped.png
P337,A00,,,VALIDATION,IMAGE,11,saveTime_2510181733__sessionTime_202510181600__participant_P337__trialN_11__trialT_A00__fileType_cropped.png
P338,A12,,,VALIDATION,IMAGE,11,saveTime_2510181734__sessionTime_202510181600__participant_P338__trialN_11__trialT_A12__fileType_cropped.png
P338,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,12,saveTime_2510181743__sessionTime_202510181600__participant_P338__trialN_12__trialT_6__fileType_cropped.png
P335,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,12,saveTime_2510181744__sessionTime_202510181600__participant_P335__trialN_12__trialT_6__fileType_cropped.png
P336,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,12,saveTime_2510181745__sessionTime_202510181600__participant_P336__trialN_12__trialT_6__fileType_cropped.png
P337,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,12,saveTime_2510181745__sessionTime_202510181600__participant_P337__trialN_12__trialT_6__fileType_cropped.png
P335,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,13,saveTime_2510181748__sessionTime_202510181600__participant_P335__trialN_13__trialT_2__fileType_cropped.png
P336,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,13,saveTime_2510181748__sessionTime_202510181600__participant_P336__trialN_13__trialT_2__fileType_cropped.png
P338,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,13,saveTime_2510181748__sessionTime_202510181600__participant_P338__trialN_13__trialT_2__fileType_cropped.png
P337,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,13,saveTime_2510181749__sessionTime_202510181600__participant_P337__trialN_13__trialT_2__fileType_cropped.png
P335,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,14,saveTime_2510181752__sessionTime_202510181600__participant_P335__trialN_14__trialT_2__fileType_cropped.png
P336,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,14,saveTime_2510181752__sessionTime_202510181600__participant_P336__trialN_14__trialT_2__fileType_cropped.png
P337,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,14,saveTime_2510181753__sessionTime_202510181600__participant_P337__trialN_14__trialT_2__fileType_cropped.png
P338,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,14,saveTime_2510181753__sessionTime_202510181600__participant_P338__trialN_14__trialT_2__fileType_cropped.png
P338,B05,,,VALIDATION,IMAGE,15,saveTime_2510181755__sessionTime_202510181600__participant_P338__trialN_15__trialT_B05__fileType_cropped.png
P335,B06,,,VALIDATION,IMAGE,15,saveTime_2510181756__sessionTime_202510181600__participant_P335__trialN_15__trialT_B06__fileType_cropped.png
P337,B08,,,VALIDATION,IMAGE,15,saveTime_2510181756__sessionTime_202510181600__participant_P337__trialN_15__trialT_B08__fileType_cropped.png
P335,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,16,saveTime_2510181800__sessionTime_202510181600__participant_P335__trialN_16__trialT_6__fileType_cropped.png
P336,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,15,saveTime_2510181800__sessionTime_202510181600__participant_P336__trialN_15__trialT_6__fileType_cropped.png
P337,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,16,saveTime_2510181800__sessionTime_202510181600__participant_P337__trialN_16__trialT_6__fileType_cropped.png
P338,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,16,saveTime_2510181800__sessionTime_202510181600__participant_P338__trialN_16__trialT_6__fileType_cropped.png
P338,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,17,saveTime_2510181802__sessionTime_202510181600__participant_P338__trialN_17__trialT_5__fileType_cropped.png
P335,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,17,saveTime_2510181803__sessionTime_202510181600__participant_P335__trialN_17__trialT_5__fileType_cropped.png
P336,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510181803__sessionTime_202510181600__participant_P336__trialN_16__trialT_5__fileType_cropped.png
P337,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,17,saveTime_2510181803__sessionTime_202510181600__participant_P337__trialN_17__trialT_5__fileType_cropped.png
P336,B10,,,VALIDATION,IMAGE,17,saveTime_2510181807__sessionTime_202510181600__participant_P336__trialN_17__trialT_B10__fileType_cropped.png
P339,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510241023__sessionTime_202510240920__participant_P339__trialN_2__trialT_4__fileType_cropped.png
P340,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510241023__sessionTime_202510240920__participant_P340__trialN_2__trialT_4__fileType_cropped.png
P341,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510241023__sessionTime_202510240920__participant_P341__trialN_2__trialT_4__fileType_cropped.png
P342,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510241023__sessionTime_202510240920__participant_P342__trialN_2__trialT_4__fileType_cropped.png
P343,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510241023__sessionTime_202510240920__participant_P343__trialN_2__trialT_4__fileType_cropped.png
P344,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510241023__sessionTime_202510240920__participant_P344__trialN_2__trialT_4__fileType_cropped.png
P345,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510241023__sessionTime_202510240920__participant_P345__trialN_2__trialT_4__fileType_cropped.png
P341,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,3,saveTime_2510241026__sessionTime_202510240920__participant_P341__trialN_3__trialT_4__fileType_cropped.png
P343,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,3,saveTime_2510241026__sessionTime_202510240920__participant_P343__trialN_3__trialT_4__fileType_cropped.png
P339,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,3,saveTime_2510241027__sessionTime_202510240920__participant_P339__trialN_3__trialT_4__fileType_cropped.png
P340,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,3,saveTime_2510241027__sessionTime_202510240920__participant_P340__trialN_3__trialT_4__fileType_cropped.png
P342,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,3,saveTime_2510241027__sessionTime_202510240920__participant_P342__trialN_3__trialT_4__fileType_cropped.png
P344,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,3,saveTime_2510241027__sessionTime_202510240920__participant_P344__trialN_3__trialT_4__fileType_cropped.png
P345,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,3,saveTime_2510241027__sessionTime_202510240920__participant_P345__trialN_3__trialT_4__fileType_cropped.png
P341,C06,,,VALIDATION,IMAGE,4,saveTime_2510241030__sessionTime_202510240920__participant_P341__trialN_4__trialT_C06__fileType_cropped.png
P345,C00,,,VALIDATION,IMAGE,4,saveTime_2510241030__sessionTime_202510240920__participant_P345__trialN_4__trialT_C00__fileType_cropped.png
P339,C02,,,VALIDATION,IMAGE,4,saveTime_2510241031__sessionTime_202510240920__participant_P339__trialN_4__trialT_C02__fileType_cropped.png
P340,C00,,,VALIDATION,IMAGE,4,saveTime_2510241031__sessionTime_202510240920__participant_P340__trialN_4__trialT_C00__fileType_cropped.png
P342,C08,,,VALIDATION,IMAGE,4,saveTime_2510241031__sessionTime_202510240920__participant_P342__trialN_4__trialT_C08__fileType_cropped.png
P343,C14,,,VALIDATION,IMAGE,4,saveTime_2510241031__sessionTime_202510240920__participant_P343__trialN_4__trialT_C14__fileType_cropped.png
P344,C09,,,VALIDATION,IMAGE,4,saveTime_2510241031__sessionTime_202510240920__participant_P344__trialN_4__trialT_C09__fileType_cropped.png
P340,B09,,,VALIDATION,IMAGE,5,saveTime_2510241034__sessionTime_202510240920__participant_P340__trialN_5__trialT_B09__fileType_cropped.png
P341,B13,,,VALIDATION,IMAGE,5,saveTime_2510241034__sessionTime_202510240920__participant_P341__trialN_5__trialT_B13__fileType_cropped.png
P343,B08,,,VALIDATION,IMAGE,5,saveTime_2510241034__sessionTime_202510240920__participant_P343__trialN_5__trialT_B08__fileType_cropped.png
P344,B08,,,VALIDATION,IMAGE,5,saveTime_2510241034__sessionTime_202510240920__participant_P344__trialN_5__trialT_B08__fileType_cropped.png
P345,B07,,,VALIDATION,IMAGE,5,saveTime_2510241034__sessionTime_202510240920__participant_P345__trialN_5__trialT_B07__fileType_cropped.png
P339,B06,,,VALIDATION,IMAGE,5,saveTime_2510241035__sessionTime_202510240920__participant_P339__trialN_5__trialT_B06__fileType_cropped.png
P342,B08,,,VALIDATION,IMAGE,5,saveTime_2510241035__sessionTime_202510240920__participant_P342__trialN_5__trialT_B08__fileType_cropped.png
P341,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241043__sessionTime_202510240920__participant_P341__trialN_6__trialT_5__fileType_cropped.png
P340,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241044__sessionTime_202510240920__participant_P340__trialN_6__trialT_5__fileType_cropped.png
P342,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241044__sessionTime_202510240920__participant_P342__trialN_6__trialT_5__fileType_cropped.png
P343,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241044__sessionTime_202510240920__participant_P343__trialN_6__trialT_5__fileType_cropped.png
P344,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241044__sessionTime_202510240920__participant_P344__trialN_6__trialT_5__fileType_cropped.png
P345,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241044__sessionTime_202510240920__participant_P345__trialN_6__trialT_5__fileType_cropped.png
P339,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241045__sessionTime_202510240920__participant_P339__trialN_6__trialT_5__fileType_cropped.png
P340,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241048__sessionTime_202510240920__participant_P340__trialN_7__trialT_2__fileType_cropped.png
P341,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241048__sessionTime_202510240920__participant_P341__trialN_7__trialT_2__fileType_cropped.png
P343,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241048__sessionTime_202510240920__participant_P343__trialN_7__trialT_2__fileType_cropped.png
P344,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241048__sessionTime_202510240920__participant_P344__trialN_7__trialT_2__fileType_cropped.png
P339,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241049__sessionTime_202510240920__participant_P339__trialN_7__trialT_2__fileType_cropped.png
P342,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241049__sessionTime_202510240920__participant_P342__trialN_7__trialT_2__fileType_cropped.png
P345,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241049__sessionTime_202510240920__participant_P345__trialN_7__trialT_2__fileType_cropped.png
P340,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510241052__sessionTime_202510240920__participant_P340__trialN_8__trialT_6__fileType_cropped.png
P341,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510241052__sessionTime_202510240920__participant_P341__trialN_8__trialT_6__fileType_cropped.png
P342,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510241052__sessionTime_202510240920__participant_P342__trialN_8__trialT_6__fileType_cropped.png
P343,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510241052__sessionTime_202510240920__participant_P343__trialN_8__trialT_6__fileType_cropped.png
P344,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510241052__sessionTime_202510240920__participant_P344__trialN_8__trialT_6__fileType_cropped.png
P339,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510241053__sessionTime_202510240920__participant_P339__trialN_8__trialT_6__fileType_cropped.png
P345,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,8,saveTime_2510241053__sessionTime_202510240920__participant_P345__trialN_8__trialT_6__fileType_cropped.png
P339,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241056__sessionTime_202510240920__participant_P339__trialN_9__trialT_6__fileType_cropped.png
P340,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241056__sessionTime_202510240920__participant_P340__trialN_9__trialT_6__fileType_cropped.png
P341,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241056__sessionTime_202510240920__participant_P341__trialN_9__trialT_6__fileType_cropped.png
P342,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241056__sessionTime_202510240920__participant_P342__trialN_9__trialT_6__fileType_cropped.png
P343,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241056__sessionTime_202510240920__participant_P343__trialN_9__trialT_6__fileType_cropped.png
P344,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241056__sessionTime_202510240920__participant_P344__trialN_9__trialT_6__fileType_cropped.png
P345,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241056__sessionTime_202510240920__participant_P345__trialN_9__trialT_6__fileType_cropped.png
P341,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241059__sessionTime_202510240920__participant_P341__trialN_10__trialT_3__fileType_cropped.png
P342,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241059__sessionTime_202510240920__participant_P342__trialN_10__trialT_3__fileType_cropped.png
P344,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241059__sessionTime_202510240920__participant_P344__trialN_10__trialT_3__fileType_cropped.png
P340,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241100__sessionTime_202510240920__participant_P340__trialN_10__trialT_3__fileType_cropped.png
P343,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241100__sessionTime_202510240920__participant_P343__trialN_10__trialT_3__fileType_cropped.png
P339,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241101__sessionTime_202510240920__participant_P339__trialN_10__trialT_3__fileType_cropped.png
P345,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241101__sessionTime_202510240920__participant_P345__trialN_10__trialT_3__fileType_cropped.png
P340,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241104__sessionTime_202510240920__participant_P340__trialN_11__trialT_5__fileType_cropped.png
P341,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241104__sessionTime_202510240920__participant_P341__trialN_11__trialT_5__fileType_cropped.png
P342,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241104__sessionTime_202510240920__participant_P342__trialN_11__trialT_5__fileType_cropped.png
P343,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241104__sessionTime_202510240920__participant_P343__trialN_11__trialT_5__fileType_cropped.png
P344,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241104__sessionTime_202510240920__participant_P344__trialN_11__trialT_5__fileType_cropped.png
P339,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241105__sessionTime_202510240920__participant_P339__trialN_11__trialT_5__fileType_cropped.png
P345,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241105__sessionTime_202510240920__participant_P345__trialN_11__trialT_5__fileType_cropped.png
