raw_index,filename,path,saveTime_raw,sessionTime_raw,sessionTime_raw_fixed,participant,participant_canon,final_participant,final_sessionTime_raw,trialN,trialT,fileType,ext,is_postq,trial_excluded,keep_manual,keep_effective,clean_filename,clean_path
0,saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_cropped.png,data\00_raw_data\saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_cropped.png,2510171008,202510170920,202510170920,ABU7735,ABU7735,ABU7735,202510170920,1,9,cropped,png,False,False,True,True,saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_cropped.png
1,saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_json.json,data\00_raw_data\saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_json.json,2510171008,202510170920,202510170920,ABU7735,ABU7735,ABU7735,202510170920,1,9,json,json,False,False,True,True,saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_json.json,data/05_cleaned_data/saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_json.json
2,saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_svg.svg,data\00_raw_data\saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_svg.svg,2510171008,202510170920,202510170920,ABU7735,ABU7735,ABU7735,202510170920,1,9,svg,svg,False,False,True,True,saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_svg.svg
3,saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_uncropped.png,data\00_raw_data\saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_uncropped.png,2510171008,202510170920,202510170920,ABU7735,ABU7735,ABU7735,202510170920,1,9,uncropped,png,False,False,True,True,saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171008__sessionTime_202510170920__participant_ABU7735__trialN_1__trialT_9__fileType_uncropped.png
4,saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_cropped.png,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_cropped.png,2510171009,202510170920,202510170920,BCE0029,BCE0029,BCE0029,202510170920,1,9,cropped,png,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_cropped.png
5,saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_json.json,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_json.json,2510171009,202510170920,202510170920,BCE0029,BCE0029,BCE0029,202510170920,1,9,json,json,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_json.json,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_json.json
6,saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_svg.svg,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_svg.svg,2510171009,202510170920,202510170920,BCE0029,BCE0029,BCE0029,202510170920,1,9,svg,svg,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_svg.svg
7,saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_uncropped.png,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_uncropped.png,2510171009,202510170920,202510170920,BCE0029,BCE0029,BCE0029,202510170920,1,9,uncropped,png,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_BCE0029__trialN_1__trialT_9__fileType_uncropped.png
8,saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_cropped.png,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_cropped.png,2510171009,202510170920,202510170920,GBU2694,GBU2694,GBU2694,202510170920,1,9,cropped,png,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_cropped.png
9,saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_json.json,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_json.json,2510171009,202510170920,202510170920,GBU2694,GBU2694,GBU2694,202510170920,1,9,json,json,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_json.json,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_json.json
10,saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_svg.svg,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_svg.svg,2510171009,202510170920,202510170920,GBU2694,GBU2694,GBU2694,202510170920,1,9,svg,svg,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_svg.svg
11,saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_uncropped.png,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_uncropped.png,2510171009,202510170920,202510170920,GBU2694,GBU2694,GBU2694,202510170920,1,9,uncropped,png,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_GBU2694__trialN_1__trialT_9__fileType_uncropped.png
12,saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_cropped.png,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_cropped.png,2510171009,202510170920,202510170920,TKB3728,TKB3728,TKB3728,202510170920,1,9,cropped,png,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_cropped.png
13,saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_json.json,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_json.json,2510171009,202510170920,202510170920,TKB3728,TKB3728,TKB3728,202510170920,1,9,json,json,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_json.json,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_json.json
14,saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_svg.svg,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_svg.svg,2510171009,202510170920,202510170920,TKB3728,TKB3728,TKB3728,202510170920,1,9,svg,svg,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_svg.svg
15,saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_uncropped.png,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_uncropped.png,2510171009,202510170920,202510170920,TKB3728,TKB3728,TKB3728,202510170920,1,9,uncropped,png,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_TKB3728__trialN_1__trialT_9__fileType_uncropped.png
16,saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_cropped.png,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_cropped.png,2510171009,202510170920,202510170920,ZBV2331,ZBV2331,ZBV2331,202510170920,1,9,cropped,png,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_cropped.png
17,saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_json.json,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_json.json,2510171009,202510170920,202510170920,ZBV2331,ZBV2331,ZBV2331,202510170920,1,9,json,json,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_json.json,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_json.json
18,saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_svg.svg,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_svg.svg,2510171009,202510170920,202510170920,ZBV2331,ZBV2331,ZBV2331,202510170920,1,9,svg,svg,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_svg.svg
19,saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_uncropped.png,data\00_raw_data\saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_uncropped.png,2510171009,202510170920,202510170920,ZBV2331,ZBV2331,ZBV2331,202510170920,1,9,uncropped,png,False,False,True,True,saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171009__sessionTime_202510170920__participant_ZBV2331__trialN_1__trialT_9__fileType_uncropped.png
20,saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_cropped.png,data\00_raw_data\saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_cropped.png,2510171012,202510170920,202510170920,TKB3728,TKB3728,TKB3728,202510170920,2,7,cropped,png,False,False,True,True,saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_cropped.png
21,saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_json.json,data\00_raw_data\saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_json.json,2510171012,202510170920,202510170920,TKB3728,TKB3728,TKB3728,202510170920,2,7,json,json,False,False,True,True,saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_json.json,data/05_cleaned_data/saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_json.json
22,saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_svg.svg,data\00_raw_data\saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_svg.svg,2510171012,202510170920,202510170920,TKB3728,TKB3728,TKB3728,202510170920,2,7,svg,svg,False,False,True,True,saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_svg.svg
23,saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_uncropped.png,data\00_raw_data\saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_uncropped.png,2510171012,202510170920,202510170920,TKB3728,TKB3728,TKB3728,202510170920,2,7,uncropped,png,False,False,True,True,saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171012__sessionTime_202510170920__participant_TKB3728__trialN_2__trialT_7__fileType_uncropped.png
24,saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_cropped.png,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_cropped.png,2510171013,202510170920,202510170920,ABU7735,ABU7735,ABU7735,202510170920,2,7,cropped,png,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_cropped.png
25,saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_json.json,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_json.json,2510171013,202510170920,202510170920,ABU7735,ABU7735,ABU7735,202510170920,2,7,json,json,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_json.json,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_json.json
26,saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_svg.svg,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_svg.svg,2510171013,202510170920,202510170920,ABU7735,ABU7735,ABU7735,202510170920,2,7,svg,svg,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_svg.svg
27,saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_uncropped.png,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_uncropped.png,2510171013,202510170920,202510170920,ABU7735,ABU7735,ABU7735,202510170920,2,7,uncropped,png,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_ABU7735__trialN_2__trialT_7__fileType_uncropped.png
28,saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_cropped.png,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_cropped.png,2510171013,202510170920,202510170920,BCE0029,BCE0029,BCE0029,202510170920,2,7,cropped,png,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_cropped.png
29,saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_json.json,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_json.json,2510171013,202510170920,202510170920,BCE0029,BCE0029,BCE0029,202510170920,2,7,json,json,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_json.json,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_json.json
30,saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_svg.svg,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_svg.svg,2510171013,202510170920,202510170920,BCE0029,BCE0029,BCE0029,202510170920,2,7,svg,svg,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_svg.svg
31,saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_uncropped.png,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_uncropped.png,2510171013,202510170920,202510170920,BCE0029,BCE0029,BCE0029,202510170920,2,7,uncropped,png,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_BCE0029__trialN_2__trialT_7__fileType_uncropped.png
32,saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_cropped.png,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_cropped.png,2510171013,202510170920,202510170920,GBU2694,GBU2694,GBU2694,202510170920,2,7,cropped,png,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_cropped.png
33,saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_json.json,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_json.json,2510171013,202510170920,202510170920,GBU2694,GBU2694,GBU2694,202510170920,2,7,json,json,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_json.json,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_json.json
34,saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_svg.svg,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_svg.svg,2510171013,202510170920,202510170920,GBU2694,GBU2694,GBU2694,202510170920,2,7,svg,svg,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_svg.svg
35,saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_uncropped.png,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_uncropped.png,2510171013,202510170920,202510170920,GBU2694,GBU2694,GBU2694,202510170920,2,7,uncropped,png,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_GBU2694__trialN_2__trialT_7__fileType_uncropped.png
36,saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_cropped.png,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_cropped.png,2510171013,202510170920,202510170920,ZBV2331,ZBV2331,ZBV2331,202510170920,2,7,cropped,png,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_cropped.png
37,saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_json.json,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_json.json,2510171013,202510170920,202510170920,ZBV2331,ZBV2331,ZBV2331,202510170920,2,7,json,json,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_json.json,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_json.json
38,saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_svg.svg,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_svg.svg,2510171013,202510170920,202510170920,ZBV2331,ZBV2331,ZBV2331,202510170920,2,7,svg,svg,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_svg.svg
39,saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_uncropped.png,data\00_raw_data\saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_uncropped.png,2510171013,202510170920,202510170920,ZBV2331,ZBV2331,ZBV2331,202510170920,2,7,uncropped,png,False,False,True,True,saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171013__sessionTime_202510170920__participant_ZBV2331__trialN_2__trialT_7__fileType_uncropped.png
40,saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_cropped.png,data\00_raw_data\saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_cropped.png,2510171017,202510170920,202510170920,ABU7735,ABU7735,ABU7735,202510170920,3,2,cropped,png,False,False,True,True,saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_cropped.png
41,saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_json.json,data\00_raw_data\saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_json.json,2510171017,202510170920,202510170920,ABU7735,ABU7735,ABU7735,202510170920,3,2,json,json,False,False,True,True,saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_json.json,data/05_cleaned_data/saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_json.json
42,saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_svg.svg,data\00_raw_data\saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_svg.svg,2510171017,202510170920,202510170920,ABU7735,ABU7735,ABU7735,202510170920,3,2,svg,svg,False,False,True,True,saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_svg.svg
43,saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_uncropped.png,data\00_raw_data\saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_uncropped.png,2510171017,202510170920,202510170920,ABU7735,ABU7735,ABU7735,202510170920,3,2,uncropped,png,False,False,True,True,saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171017__sessionTime_202510170920__participant_ABU7735__trialN_3__trialT_2__fileType_uncropped.png
44,saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_cropped.png,data\00_raw_data\saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_cropped.png,2510171017,202510170920,202510170920,BCE0029,BCE0029,BCE0029,202510170920,3,2,cropped,png,False,False,True,True,saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_cropped.png
45,saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_json.json,data\00_raw_data\saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_json.json,2510171017,202510170920,202510170920,BCE0029,BCE0029,BCE0029,202510170920,3,2,json,json,False,False,True,True,saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_json.json,data/05_cleaned_data/saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_json.json
46,saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_svg.svg,data\00_raw_data\saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_svg.svg,2510171017,202510170920,202510170920,BCE0029,BCE0029,BCE0029,202510170920,3,2,svg,svg,False,False,True,True,saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_svg.svg
47,saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_uncropped.png,data\00_raw_data\saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_uncropped.png,2510171017,202510170920,202510170920,BCE0029,BCE0029,BCE0029,202510170920,3,2,uncropped,png,False,False,True,True,saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171017__sessionTime_202510170920__participant_BCE0029__trialN_3__trialT_2__fileType_uncropped.png
