raw_index,filename,path,saveTime_raw,sessionTime_raw,sessionTime_raw_fixed,participant,participant_canon,final_participant,final_sessionTime_raw,trialN,trialT,fileType,ext,is_postq,trial_excluded,keep_manual,keep_effective,clean_filename,clean_path
977,saveTime_2510171622__sessionTime_202510171420__participant_BMM5533__trialN_15__trialT_B03__fileType_uncropped.png,data\00_raw_data\saveTime_2510171622__sessionTime_202510171420__participant_BMM5533__trialN_15__trialT_B03__fileType_uncropped.png,2510171622,202510171420,202510171420,BMM5533,BMM5533,BMM5533,202510171420,15,B03,uncropped,png,False,False,True,True,saveTime_2510171622__sessionTime_202510171420__participant_BMM5533__trialN_15__trialT_B03__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171622__sessionTime_202510171420__participant_BMM5533__trialN_15__trialT_B03__fileType_uncropped.png
978,saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_cropped.png,data\00_raw_data\saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_cropped.png,2510171622,202510171420,202510171420,IJM4327,IJM4327,IJM4327,202510171420,15,B03,cropped,png,False,False,True,True,saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_cropped.png
979,saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_json.json,data\00_raw_data\saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_json.json,2510171622,202510171420,202510171420,IJM4327,IJM4327,IJM4327,202510171420,15,B03,json,json,False,False,True,True,saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_json.json,data/05_cleaned_data/saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_json.json
980,saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_svg.svg,data\00_raw_data\saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_svg.svg,2510171622,202510171420,202510171420,IJM4327,IJM4327,IJM4327,202510171420,15,B03,svg,svg,False,False,True,True,saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_svg.svg
981,saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_uncropped.png,data\00_raw_data\saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_uncropped.png,2510171622,202510171420,202510171420,IJM4327,IJM4327,IJM4327,202510171420,15,B03,uncropped,png,False,False,True,True,saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171622__sessionTime_202510171420__participant_IJM4327__trialN_15__trialT_B03__fileType_uncropped.png
982,saveTime_2510171624__sessionTime_202510171420__participant_0BT3855__trialN_16__trialT_1__fileType_cropped.png,data\00_raw_data\saveTime_2510171624__sessionTime_202510171420__participant_0BT3855__trialN_16__trialT_1__fileType_cropped.png,2510171624,202510171420,202510171420,0BT3855,0BT3855,OBT3855,202510171420,16,1,cropped,png,False,False,True,True,saveTime_2510171624__sessionTime_202510171420__participant_OBT3855__trialN_16__trialT_1__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171624__sessionTime_202510171420__participant_OBT3855__trialN_16__trialT_1__fileType_cropped.png
983,saveTime_2510171624__sessionTime_202510171420__participant_0BT3855__trialN_16__trialT_1__fileType_json.json,data\00_raw_data\saveTime_2510171624__sessionTime_202510171420__participant_0BT3855__trialN_16__trialT_1__fileType_json.json,2510171624,202510171420,202510171420,0BT3855,0BT3855,OBT3855,202510171420,16,1,json,json,False,False,True,True,saveTime_2510171624__sessionTime_202510171420__participant_OBT3855__trialN_16__trialT_1__fileType_json.json,data/05_cleaned_data/saveTime_2510171624__sessionTime_202510171420__participant_OBT3855__trialN_16__trialT_1__fileType_json.json
984,saveTime_2510171624__sessionTime_202510171420__participant_0BT3855__trialN_16__trialT_1__fileType_svg.svg,data\00_raw_data\saveTime_2510171624__sessionTime_202510171420__participant_0BT3855__trialN_16__trialT_1__fileType_svg.svg,2510171624,202510171420,202510171420,0BT3855,0BT3855,OBT3855,202510171420,16,1,svg,svg,False,False,True,True,saveTime_2510171624__sessionTime_202510171420__participant_OBT3855__trialN_16__trialT_1__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171624__sessionTime_202510171420__participant_OBT3855__trialN_16__trialT_1__fileType_svg.svg
985,saveTime_2510171624__sessionTime_202510171420__participant_0BT3855__trialN_16__trialT_1__fileType_uncropped.png,data\00_raw_data\saveTime_2510171624__sessionTime_202510171420__participant_0BT3855__trialN_16__trialT_1__fileType_uncropped.png,2510171624,202510171420,202510171420,0BT3855,0BT3855,OBT3855,202510171420,16,1,uncropped,png,False,False,True,True,saveTime_2510171624__sessionTime_202510171420__participant_OBT3855__trialN_16__trialT_1__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171624__sessionTime_202510171420__participant_OBT3855__trialN_16__trialT_1__fileType_uncropped.png
986,saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_cropped.png,data\00_raw_data\saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_cropped.png,2510171624,202510171420,202510171420,KBC8735,KBC8735,KBC8735,202510171420,16,1,cropped,png,False,False,True,True,saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_cropped.png
987,saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_json.json,data\00_raw_data\saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_json.json,2510171624,202510171420,202510171420,KBC8735,KBC8735,KBC8735,202510171420,16,1,json,json,False,False,True,True,saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_json.json,data/05_cleaned_data/saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_json.json
988,saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_svg.svg,data\00_raw_data\saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_svg.svg,2510171624,202510171420,202510171420,KBC8735,KBC8735,KBC8735,202510171420,16,1,svg,svg,False,False,True,True,saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_svg.svg
989,saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_uncropped.png,data\00_raw_data\saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_uncropped.png,2510171624,202510171420,202510171420,KBC8735,KBC8735,KBC8735,202510171420,16,1,uncropped,png,False,False,True,True,saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171624__sessionTime_202510171420__participant_KBC8735__trialN_16__trialT_1__fileType_uncropped.png
990,saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_cropped.png,data\00_raw_data\saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_cropped.png,2510171625,202510171420,202510171420,BMM5533,BMM5533,BMM5533,202510171420,16,1,cropped,png,False,False,True,True,saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_cropped.png
991,saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_json.json,data\00_raw_data\saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_json.json,2510171625,202510171420,202510171420,BMM5533,BMM5533,BMM5533,202510171420,16,1,json,json,False,False,True,True,saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_json.json,data/05_cleaned_data/saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_json.json
992,saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_svg.svg,data\00_raw_data\saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_svg.svg,2510171625,202510171420,202510171420,BMM5533,BMM5533,BMM5533,202510171420,16,1,svg,svg,False,False,True,True,saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_svg.svg
993,saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_uncropped.png,data\00_raw_data\saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_uncropped.png,2510171625,202510171420,202510171420,BMM5533,BMM5533,BMM5533,202510171420,16,1,uncropped,png,False,False,True,True,saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171625__sessionTime_202510171420__participant_BMM5533__trialN_16__trialT_1__fileType_uncropped.png
994,saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_cropped.png,data\00_raw_data\saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_cropped.png,2510171625,202510171420,202510171420,QBS3792,QBS3792,QBS3792,202510171420,16,1,cropped,png,False,False,True,True,saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_cropped.png
995,saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_json.json,data\00_raw_data\saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_json.json,2510171625,202510171420,202510171420,QBS3792,QBS3792,QBS3792,202510171420,16,1,json,json,False,False,True,True,saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_json.json,data/05_cleaned_data/saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_json.json
996,saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_svg.svg,data\00_raw_data\saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_svg.svg,2510171625,202510171420,202510171420,QBS3792,QBS3792,QBS3792,202510171420,16,1,svg,svg,False,False,True,True,saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_svg.svg
997,saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_uncropped.png,data\00_raw_data\saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_uncropped.png,2510171625,202510171420,202510171420,QBS3792,QBS3792,QBS3792,202510171420,16,1,uncropped,png,False,False,True,True,saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171625__sessionTime_202510171420__participant_QBS3792__trialN_16__trialT_1__fileType_uncropped.png
998,saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_cropped.png,data\00_raw_data\saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_cropped.png,2510171626,202510171420,202510171420,IJM4327,IJM4327,IJM4327,202510171420,16,1,cropped,png,False,False,True,True,saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_cropped.png
999,saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_json.json,data\00_raw_data\saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_json.json,2510171626,202510171420,202510171420,IJM4327,IJM4327,IJM4327,202510171420,16,1,json,json,False,False,True,True,saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_json.json,data/05_cleaned_data/saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_json.json
1000,saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_svg.svg,data\00_raw_data\saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_svg.svg,2510171626,202510171420,202510171420,IJM4327,IJM4327,IJM4327,202510171420,16,1,svg,svg,False,False,True,True,saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_svg.svg
1001,saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_uncropped.png,data\00_raw_data\saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_uncropped.png,2510171626,202510171420,202510171420,IJM4327,IJM4327,IJM4327,202510171420,16,1,uncropped,png,False,False,True,True,saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171626__sessionTime_202510171420__participant_IJM4327__trialN_16__trialT_1__fileType_uncropped.png
1002,saveTime_2510171628__sessionTime_202510171420__participant_0BT3855__trialN_17__trialT_6__fileType_cropped.png,data\00_raw_data\saveTime_2510171628__sessionTime_202510171420__participant_0BT3855__trialN_17__trialT_6__fileType_cropped.png,2510171628,202510171420,202510171420,0BT3855,0BT3855,OBT3855,202510171420,17,6,cropped,png,False,False,True,True,saveTime_2510171628__sessionTime_202510171420__participant_OBT3855__trialN_17__trialT_6__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171628__sessionTime_202510171420__participant_OBT3855__trialN_17__trialT_6__fileType_cropped.png
1003,saveTime_2510171628__sessionTime_202510171420__participant_0BT3855__trialN_17__trialT_6__fileType_json.json,data\00_raw_data\saveTime_2510171628__sessionTime_202510171420__participant_0BT3855__trialN_17__trialT_6__fileType_json.json,2510171628,202510171420,202510171420,0BT3855,0BT3855,OBT3855,202510171420,17,6,json,json,False,False,True,True,saveTime_2510171628__sessionTime_202510171420__participant_OBT3855__trialN_17__trialT_6__fileType_json.json,data/05_cleaned_data/saveTime_2510171628__sessionTime_202510171420__participant_OBT3855__trialN_17__trialT_6__fileType_json.json
1004,saveTime_2510171628__sessionTime_202510171420__participant_0BT3855__trialN_17__trialT_6__fileType_svg.svg,data\00_raw_data\saveTime_2510171628__sessionTime_202510171420__participant_0BT3855__trialN_17__trialT_6__fileType_svg.svg,2510171628,202510171420,202510171420,0BT3855,0BT3855,OBT3855,202510171420,17,6,svg,svg,False,False,True,True,saveTime_2510171628__sessionTime_202510171420__participant_OBT3855__trialN_17__trialT_6__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171628__sessionTime_202510171420__participant_OBT3855__trialN_17__trialT_6__fileType_svg.svg
1005,saveTime_2510171628__sessionTime_202510171420__participant_0BT3855__trialN_17__trialT_6__fileType_uncropped.png,data\00_raw_data\saveTime_2510171628__sessionTime_202510171420__participant_0BT3855__trialN_17__trialT_6__fileType_uncropped.png,2510171628,202510171420,202510171420,0BT3855,0BT3855,OBT3855,202510171420,17,6,uncropped,png,False,False,True,True,saveTime_2510171628__sessionTime_202510171420__participant_OBT3855__trialN_17__trialT_6__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171628__sessionTime_202510171420__participant_OBT3855__trialN_17__trialT_6__fileType_uncropped.png
1006,saveTime_2510171628__sessionTime_202510171420__participant_0BT3855__trialN_NA__trialT_POSTQ.json,data\00_raw_data\saveTime_2510171628__sessionTime_202510171420__participant_0BT3855__trialN_NA__trialT_POSTQ.json,2510171628,202510171420,202510171420,0BT3855,0BT3855,OBT3855,202510171420,NA,POSTQ,POSTQ,json,True,False,True,True,saveTime_2510171628__sessionTime_202510171420__participant_OBT3855__trialN_NA__trialT_POSTQ.json,data/05_cleaned_data/saveTime_2510171628__sessionTime_202510171420__participant_OBT3855__trialN_NA__trialT_POSTQ.json
1007,saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_cropped.png,data\00_raw_data\saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_cropped.png,2510171628,202510171420,202510171420,KBC8735,KBC8735,KBC8735,202510171420,17,6,cropped,png,False,False,True,True,saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_cropped.png
1008,saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_json.json,data\00_raw_data\saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_json.json,2510171628,202510171420,202510171420,KBC8735,KBC8735,KBC8735,202510171420,17,6,json,json,False,False,True,True,saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_json.json,data/05_cleaned_data/saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_json.json
1009,saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_svg.svg,data\00_raw_data\saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_svg.svg,2510171628,202510171420,202510171420,KBC8735,KBC8735,KBC8735,202510171420,17,6,svg,svg,False,False,True,True,saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_svg.svg
1010,saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_uncropped.png,data\00_raw_data\saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_uncropped.png,2510171628,202510171420,202510171420,KBC8735,KBC8735,KBC8735,202510171420,17,6,uncropped,png,False,False,True,True,saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171628__sessionTime_202510171420__participant_KBC8735__trialN_17__trialT_6__fileType_uncropped.png
1011,saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_cropped.png,data\00_raw_data\saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_cropped.png,2510171629,202510171420,202510171420,BMM5533,BMM5533,BMM5533,202510171420,17,6,cropped,png,False,False,True,True,saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_cropped.png
1012,saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_json.json,data\00_raw_data\saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_json.json,2510171629,202510171420,202510171420,BMM5533,BMM5533,BMM5533,202510171420,17,6,json,json,False,False,True,True,saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_json.json,data/05_cleaned_data/saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_json.json
1013,saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_svg.svg,data\00_raw_data\saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_svg.svg,2510171629,202510171420,202510171420,BMM5533,BMM5533,BMM5533,202510171420,17,6,svg,svg,False,False,True,True,saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_svg.svg
1014,saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_uncropped.png,data\00_raw_data\saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_uncropped.png,2510171629,202510171420,202510171420,BMM5533,BMM5533,BMM5533,202510171420,17,6,uncropped,png,False,False,True,True,saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171629__sessionTime_202510171420__participant_BMM5533__trialN_17__trialT_6__fileType_uncropped.png
1015,saveTime_2510171629__sessionTime_202510171420__participant_KBC8735__trialN_NA__trialT_POSTQ.json,data\00_raw_data\saveTime_2510171629__sessionTime_202510171420__participant_KBC8735__trialN_NA__trialT_POSTQ.json,2510171629,202510171420,202510171420,KBC8735,KBC8735,KBC8735,202510171420,NA,POSTQ,POSTQ,json,True,False,True,True,saveTime_2510171629__sessionTime_202510171420__participant_KBC8735__trialN_NA__trialT_POSTQ.json,data/05_cleaned_data/saveTime_2510171629__sessionTime_202510171420__participant_KBC8735__trialN_NA__trialT_POSTQ.json
1016,saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_cropped.png,data\00_raw_data\saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_cropped.png,2510171629,202510171420,202510171420,QBS3792,QBS3792,QBS3792,202510171420,17,6,cropped,png,False,False,True,True,saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_cropped.png
1017,saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_json.json,data\00_raw_data\saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_json.json,2510171629,202510171420,202510171420,QBS3792,QBS3792,QBS3792,202510171420,17,6,json,json,False,False,True,True,saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_json.json,data/05_cleaned_data/saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_json.json
1018,saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_svg.svg,data\00_raw_data\saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_svg.svg,2510171629,202510171420,202510171420,QBS3792,QBS3792,QBS3792,202510171420,17,6,svg,svg,False,False,True,True,saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_svg.svg
1019,saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_uncropped.png,data\00_raw_data\saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_uncropped.png,2510171629,202510171420,202510171420,QBS3792,QBS3792,QBS3792,202510171420,17,6,uncropped,png,False,False,True,True,saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_uncropped.png,data/05_cleaned_data/saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_17__trialT_6__fileType_uncropped.png
1020,saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_NA__trialT_POSTQ.json,data\00_raw_data\saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_NA__trialT_POSTQ.json,2510171629,202510171420,202510171420,QBS3792,QBS3792,QBS3792,202510171420,NA,POSTQ,POSTQ,json,True,False,True,True,saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_NA__trialT_POSTQ.json,data/05_cleaned_data/saveTime_2510171629__sessionTime_202510171420__participant_QBS3792__trialN_NA__trialT_POSTQ.json
1021,saveTime_2510171630__sessionTime_202510171420__participant_BMM5533__trialN_NA__trialT_POSTQ.json,data\00_raw_data\saveTime_2510171630__sessionTime_202510171420__participant_BMM5533__trialN_NA__trialT_POSTQ.json,2510171630,202510171420,202510171420,BMM5533,BMM5533,BMM5533,202510171420,NA,POSTQ,POSTQ,json,True,False,True,True,saveTime_2510171630__sessionTime_202510171420__participant_BMM5533__trialN_NA__trialT_POSTQ.json,data/05_cleaned_data/saveTime_2510171630__sessionTime_202510171420__participant_BMM5533__trialN_NA__trialT_POSTQ.json
1022,saveTime_2510171630__sessionTime_202510171420__participant_IJM4327__trialN_17__trialT_6__fileType_cropped.png,data\00_raw_data\saveTime_2510171630__sessionTime_202510171420__participant_IJM4327__trialN_17__trialT_6__fileType_cropped.png,2510171630,202510171420,202510171420,IJM4327,IJM4327,IJM4327,202510171420,17,6,cropped,png,False,False,True,True,saveTime_2510171630__sessionTime_202510171420__participant_IJM4327__trialN_17__trialT_6__fileType_cropped.png,data/05_cleaned_data/saveTime_2510171630__sessionTime_202510171420__participant_IJM4327__trialN_17__trialT_6__fileType_cropped.png
1023,saveTime_2510171630__sessionTime_202510171420__participant_IJM4327__trialN_17__trialT_6__fileType_json.json,data\00_raw_data\saveTime_2510171630__sessionTime_202510171420__participant_IJM4327__trialN_17__trialT_6__fileType_json.json,2510171630,202510171420,202510171420,IJM4327,IJM4327,IJM4327,202510171420,17,6,json,json,False,False,True,True,saveTime_2510171630__sessionTime_202510171420__participant_IJM4327__trialN_17__trialT_6__fileType_json.json,data/05_cleaned_data/saveTime_2510171630__sessionTime_202510171420__participant_IJM4327__trialN_17__trialT_6__fileType_json.json
1024,saveTime_2510171630__sessionTime_202510171420__participant_IJM4327__trialN_17__trialT_6__fileType_svg.svg,data\00_raw_data\saveTime_2510171630__sessionTime_202510171420__participant_IJM4327__trialN_17__trialT_6__fileType_svg.svg,2510171630,202510171420,202510171420,IJM4327,IJM4327,IJM4327,202510171420,17,6,svg,svg,False,False,True,True,saveTime_2510171630__sessionTime_202510171420__participant_IJM4327__trialN_17__trialT_6__fileType_svg.svg,data/05_cleaned_data/saveTime_2510171630__sessionTime_202510171420__participant_IJM4327__trialN_17__trialT_6__fileType_svg.svg
